@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real


@data

?,7.835325,2.9115830000000003,?,-1.4995459999999998,-2.094097,0.5760000000000001,-1.205671,1.8491220000000002,-0.425598,-0.105672,1.7288849999999998,?,0.8497979999999999,-1.109353,0.537904,-0.11536800000000001,5.0695120000000005,6.007709999999999,?,0.8961899999999999,0.131699,0.8592860000000001,2.0590650000000004,0.266773,1.1929319999999999,?,?,?,1.4587379999999999,-0.7345079999999999,-0.092678,-0.571314,?,2.7486189999999997,3.099077,0.31727,?,2.048282,-0.173489,0.32461599999999996,?,?,?,-0.979124,-0.679165,0.135963,-1.094049,-0.072197,-0.7520020000000001,?,?,1.094839,?,-0.8953709999999999,-0.734962,0.441859,0.389178,?,?,-1.504263,?,?,?,-1.089543,-0.66884,-0.9147719999999999,-0.83625,?,?
?,?,-0.603646,0.497745,?,0.29028000000000004,-0.077659,?,0.432062,?,?,?,-0.034418000000000004,-6.07E-4,?,-0.134767,?,?,0.549205,-0.357172,?,?,?,-0.36039699999999997,?,?,-0.42073599999999994,?,0.074617,0.277973,?,?,0.586847,0.7603449999999999,1.400111,0.9435870000000001,?,0.058298,-0.221967,-0.302481,-0.539966,?,-0.634147,-0.252916,-0.441251,?,?,0.212837,-0.038171,-0.44028999999999996,?,?,1.9895450000000001,-0.35780300000000004,?,?,?,-0.653021,?,?,-0.495712,-0.465077,?,?,0.38095100000000004,1.088478,?,1.391141,?,?
?,-0.5178010000000001,-0.788035,1.214351,-0.907214,0.8802129999999999,?,?,?,?,?,-0.791393,?,-0.334004,-0.151747,?,1.045059,-0.6724760000000001,?,-0.747421,?,0.305318,0.5515369999999999,-0.705611,?,-0.365297,0.062184,0.36656500000000003,?,?,?,1.568182,?,?,-0.694375,-0.285767,-0.29177800000000004,-0.274901,-0.35129699999999997,0.43917,-0.663293,?,?,?,0.579646,0.991642,?,0.472009,1.060355,1.070834,0.408001,-0.654047,?,-0.42147399999999996,?,?,0.06726,-1.1986569999999999,?,-0.556109,-0.637167,0.14726,?,2.718442,0.9729190000000001,?,?,1.063847,12.65,-8.0
-0.7355619999999999,?,?,0.716328,-0.011393,?,1.497982,0.11475199999999999,0.692847,0.052377,0.024625,?,?,0.400389,0.519513,0.509497,?,?,0.001966,?,?,-0.051894,?,1.169377,?,0.672438,?,?,-0.519658,-0.675643,?,0.349806,-0.058874,-0.521205,1.6582810000000001,?,2.535289,0.53778,?,-0.156088,0.7077289999999999,-1.0731549999999999,?,-0.663483,?,-0.203572,?,1.212091,?,0.609952,-0.296156,?,2.547275,1.485531,-0.17918199999999998,0.11203800000000001,0.9831219999999999,?,-0.8056260000000001,0.16661600000000001,-0.178325,-0.065059,-0.724247,?,-0.75138,-0.38500500000000004,-0.012326,?,?,38.74
?,0.27315700000000004,?,0.08345599999999999,1.049331,-0.869295,-0.265858,-0.40167600000000003,?,1.147483,-0.287746,?,?,?,-0.9666040000000001,?,0.06023099999999999,0.035642,?,?,?,?,-1.301985,-0.312192,?,?,?,-0.371718,-0.48382,0.068485,0.6827310000000001,0.8671770000000001,0.769446,1.226698,?,0.17558800000000002,-0.32463800000000004,?,?,?,1.094179,0.298009,?,0.239411,-0.388596,-0.013394,0.5170859999999999,0.12062200000000001,?,0.287059,0.607333,0.984157,?,-0.784654,-0.07859400000000001,?,-1.1693049999999998,-0.052780999999999995,?,?,?,-0.667912,?,-0.19048800000000002,0.30697399999999997,0.11965799999999999,?,?,?,-6.85
?,0.034537,-0.703441,0.188652,?,?,?,0.209594,-0.49650500000000003,1.239908,0.24149299999999999,?,1.944521,?,0.250967,-0.106169,?,1.2089370000000002,?,-0.499356,-0.812315,?,?,0.45177399999999995,?,1.211973,0.22712100000000002,-0.626188,-0.09415499999999999,?,?,-0.289063,?,-0.42261800000000005,?,?,-0.166716,0.29089299999999996,0.28494,1.040583,?,1.119458,1.65977,-0.30201500000000003,?,?,?,0.089011,-0.454603,-0.398362,?,?,2.8565099999999997,?,-0.196953,?,?,0.728226,1.404666,1.428818,?,-0.354263,?,?,?,?,?,?,12.65,-8.0
?,-0.310082,-0.7568159999999999,?,?,1.153469,?,1.491603,?,?,-1.7863529999999999,?,-1.83653,-0.074443,1.324338,-1.292025,-0.49863500000000005,0.23400300000000002,?,?,0.8418049999999999,1.1077549999999998,?,?,?,2.716828,2.3595610000000002,0.543736,?,2.729691,-0.30809899999999996,?,-0.401309,-0.57936,1.255379,0.895717,?,-0.175978,-0.26442899999999997,?,0.639666,?,0.219421,?,?,0.17712,?,-0.951622,-0.827131,-0.8832129999999999,-0.777565,2.1741490000000003,?,0.11981199999999999,?,-0.25813,0.032481,0.606023,?,1.34057,0.473937,-0.43384300000000003,0.813016,?,-0.9361229999999999,?,?,-0.872726,12.65,-8.0
?,-0.63308,-0.142764,?,0.259608,?,?,1.6386020000000001,0.93385,0.415837,1.030814,?,0.110161,?,?,?,?,0.204039,-0.070484,0.724351,-0.28722800000000004,-0.060066999999999995,-0.014403999999999998,0.306607,-0.074772,?,?,?,0.106773,0.030839,-0.355673,-0.19157000000000002,-0.707671,-0.602817,?,0.41624399999999995,?,-0.010920000000000001,0.6708350000000001,?,0.455719,-0.256288,?,?,?,0.210483,-0.30205,?,?,?,?,1.729984,1.262536,1.61191,-0.19997,-0.5193939999999999,0.32218600000000003,0.257511,0.398013,-0.297578,-0.435378,?,0.329131,-0.136452,-0.123053,-0.392567,-0.636443,-0.42621400000000004,14.66,-17.41
?,?,-0.418566,?,0.160657,?,-0.302215,0.53456,-0.561671,-0.335905,-1.521909,1.397751,-0.698096,-1.014879,?,?,-0.250795,0.301849,?,-0.675542,?,0.133157,-0.31602600000000003,?,?,-0.547585,?,-0.9214389999999999,?,-0.8038770000000001,-0.343827,-0.534766,-0.465054,?,1.127116,0.749075,?,0.556556,-0.465549,?,-1.003737,?,?,-0.8987069999999999,?,?,-0.41112299999999996,-0.35442399999999996,-0.771981,-0.8289200000000001,-1.039404,2.02009,2.130913,?,?,?,?,-1.032297,-0.9762850000000001,-1.041671,-0.8996639999999999,-1.1271950000000002,?,-1.043855,-0.9221809999999999,-0.870768,-0.8340120000000001,?,?,?
?,-0.576675,-0.7154659999999999,?,?,?,-0.38902600000000004,0.129503,1.017126,?,0.341688,-0.42876899999999996,0.069222,?,1.290348,-0.145094,-0.89865,?,-0.48049,-0.806471,-0.406467,?,?,-0.932781,-0.585612,-0.004336,?,-0.328952,-0.750312,-0.799325,?,-1.07144,?,-1.0227680000000001,-0.662961,0.308584,?,-0.842376,0.871609,1.284289,?,?,0.106748,?,?,?,-1.066196,?,-0.514969,-0.836516,-0.8664870000000001,-0.697108,?,-0.20713099999999998,0.091736,?,0.102125,-0.224016,?,0.033324,-0.42595500000000003,-0.304674,-1.111613,-0.937458,-0.584648,?,-0.9713620000000001,?,41.26,69.21
?,2.245864,1.170607,?,-1.352507,-2.3693169999999997,2.48075,?,?,-0.363592,?,?,?,?,1.029952,?,1.462987,?,1.539295,0.661773,-0.40415500000000004,-0.307166,0.554804,1.165859,?,0.213137,?,2.121636,?,0.045092,-0.29281399999999996,?,?,0.353721,?,?,0.439985,?,0.312897,?,0.975458,?,-0.015619,?,3.3540019999999995,0.5893079999999999,0.350348,-0.432713,0.251023,0.9690209999999999,0.057635000000000006,0.438852,?,0.20052899999999999,?,-0.735946,?,1.033002,-0.045136,-0.166688,0.41540600000000005,1.356588,0.35980300000000004,-0.638684,-0.014176,-0.067999,?,-0.24026999999999998,41.26,69.21
0.166401,-0.092392,?,0.5289510000000001,0.938844,-0.666654,0.162325,0.48118,?,0.38366100000000003,0.41576599999999997,0.082902,-0.306643,-0.521139,-0.458459,?,?,?,0.354073,0.595112,-0.11034000000000001,?,?,1.058951,?,-0.231145,-0.35778699999999997,-0.260211,?,0.258025,?,-0.46413999999999994,-0.15168199999999998,-0.145981,0.931976,0.62007,-0.47239899999999996,-0.057439,-0.44560200000000005,-0.746246,?,?,-0.98324,?,-0.868869,?,-0.848974,?,?,-0.439471,?,?,1.669462,?,-0.352529,0.337509,?,?,-1.082827,-1.0442209999999998,-1.275752,-0.9956809999999999,-0.710491,-1.115228,-1.024564,-0.68566,-0.5162439999999999,-0.751553,?,12.48
1.8166229999999999,2.314939,0.320243,-1.506632,-1.401168,?,?,-0.605441,-1.023288,?,-0.381358,?,0.109724,?,?,1.513742,-0.420469,?,0.309456,-0.7033510000000001,?,-1.453902,?,-1.3430360000000001,-1.174618,-0.8721700000000001,-0.812623,?,?,-0.9863709999999999,-0.9034709999999999,?,-0.501116,-0.8379110000000001,?,4.402149,?,0.032797,2.3041810000000003,?,-0.513749,?,0.8507459999999999,0.8884879999999999,1.10227,-0.442413,?,0.0904,0.039,0.147679,-0.007006999999999999,1.9347889999999999,2.150802,-0.553887,?,?,0.11631099999999998,?,-0.889309,-0.601985,?,-0.43482299999999996,?,-0.278122,?,-0.6104609999999999,-0.483943,-0.38106799999999996,?,?
0.408663,0.310245,-0.348831,?,0.670316,-0.301304,-0.625013,0.49822299999999997,0.267789,-0.878057,-6.44E-4,0.099317,-0.152029,1.154452,?,1.038318,-0.074337,?,0.467397,-0.634768,?,0.584488,-0.322004,?,-0.842209,?,-0.283138,?,-0.03113,?,-0.166154,0.450834,?,?,1.004182,0.777809,-0.669449,?,?,-1.104031,?,-1.137722,-1.20939,-0.7966310000000001,-0.926801,-0.989849,-0.912343,-1.041048,-0.555346,-0.724091,-1.148223,2.162298,2.302283,-0.272295,-0.405841,?,?,-1.32236,-1.163757,-1.179969,?,-0.831026,-0.802506,?,-0.627195,?,?,-0.7466510000000001,?,73.16
?,-0.342826,?,?,?,?,-0.916457,-2.690871,-5.281537,-5.593823,-0.25035300000000005,2.127152,1.557309,1.169599,-0.942691,?,?,-0.9760770000000001,-0.989452,-0.8937719999999999,0.21637800000000001,?,-0.298104,-0.808163,-0.20490500000000003,?,0.659131,3.2024060000000003,2.2707450000000002,1.277401,2.719877,?,?,?,?,-1.237239,-1.279794,0.618207,-0.974029,-0.83942,-0.520347,1.5906120000000001,1.871461,?,5.168508,3.3383589999999996,2.0362139999999997,?,3.3077449999999997,?,?,-0.6865479999999999,-1.04839,?,-0.5299,-1.025509,-1.2935450000000002,?,?,2.324242,?,5.010311,5.184758,2.27007,3.4645639999999998,?,4.7817739999999995,0.30736399999999997,?,25.31
-0.289956,?,-0.18263800000000002,-0.248795,1.034917,-0.235852,?,-0.755215,-0.17241099999999998,?,1.031463,1.858341,?,-3.29333,-2.7056009999999997,0.276273,0.46975600000000006,-0.46394399999999997,-0.030395,?,0.238947,0.440913,0.468462,-0.600577,-0.629412,?,-0.514601,1.678163,1.879864,?,?,?,?,-0.47228000000000003,?,0.724333,0.7158800000000001,?,?,?,-0.11170899999999999,-0.25006999999999996,-0.231031,?,0.19930499999999998,0.866806,-0.9662639999999999,0.518204,?,1.207495,-0.171448,-0.651055,?,?,-0.397794,?,?,-0.967615,?,-0.751437,?,0.9293959999999999,0.646915,?,2.055288,?,?,-0.353498,?,26.1
-0.653092,0.102789,?,0.130759,-0.9794290000000001,0.63726,0.074198,0.13911099999999998,0.228952,?,?,0.057079,0.437997,?,0.255395,?,?,-1.0916709999999998,-0.453322,-0.781381,0.6223609999999999,2.143432,0.738241,?,-0.24192800000000003,3.31E-4,1.758778,?,?,-0.013791999999999999,4.689995,?,?,-0.5243270000000001,-0.308824,0.980389,?,-0.235107,1.29221,?,0.33260100000000004,-0.46007,1.829722,?,1.957283,?,?,?,1.955079,?,0.71849,-0.8475290000000001,?,?,-0.018241,?,0.31447800000000004,-0.28484499999999996,-0.085761,-0.137415,2.5362,2.738165,?,0.030095,2.904609,?,0.70089,-0.336016,44.41,?
