@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,w,?,p,k,s,u,p
?,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g,e
b,s,?,?,l,f,c,b,?,e,c,s,s,w,w,w,o,p,n,n,m,e
x,?,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,?,k,s,u,p
x,s,g,f,n,f,w,b,k,t,e,s,s,w,?,w,o,e,n,a,g,e
x,y,y,t,a,f,c,?,n,e,c,?,s,w,?,w,o,p,k,n,g,e
b,s,?,t,a,f,?,b,g,e,c,s,?,w,w,w,o,p,k,n,m,e
b,y,w,t,l,f,c,b,?,e,c,?,s,w,w,w,o,p,n,s,m,e
x,y,w,t,p,f,?,n,p,e,e,s,s,w,w,w,o,p,k,v,g,p
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,?,o,?,k,s,m,e
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,?,o,?,n,n,g,e
x,?,y,t,?,f,c,b,n,?,c,s,s,?,w,w,?,p,k,s,m,e
b,s,y,t,a,f,c,b,w,e,c,?,s,w,w,w,o,?,n,s,g,e
?,y,w,t,p,f,c,n,k,?,e,s,s,w,w,w,o,p,n,v,u,p
?,f,n,f,n,f,w,b,n,t,e,s,f,w,?,w,o,e,k,?,g,e
s,f,g,f,n,f,c,n,k,e,e,s,s,?,w,?,?,p,n,y,u,e
f,f,w,f,n,f,?,b,k,t,e,s,s,w,w,w,o,e,n,a,g,e
x,?,n,t,?,f,c,n,n,e,e,s,s,w,w,?,o,p,k,s,?,p
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,?,n,s,u,?
x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,?,n,s,u,p
b,s,y,t,a,f,c,b,?,e,c,s,s,w,w,w,o,p,n,s,m,e
x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g,p
b,?,y,t,l,?,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,e
b,y,w,t,a,f,c,?,w,e,c,s,s,w,w,w,o,p,n,n,?,e
b,s,w,t,l,?,c,b,g,e,c,s,s,w,w,w,o,p,?,s,m,e
f,s,w,?,p,f,c,?,n,?,e,s,?,w,w,w,o,p,n,?,g,p
x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,?,n,n,m,e
x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,?,m,e
f,f,n,f,n,f,?,n,k,e,e,s,s,w,w,w,o,p,k,y,u,e
x,s,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,?
b,s,y,t,l,f,c,?,g,e,c,?,s,w,w,w,o,p,n,n,m,?
?,y,w,?,p,f,c,n,k,e,e,s,s,?,?,w,o,p,n,s,u,p
x,y,y,t,?,f,c,?,n,e,c,?,s,w,w,w,o,p,n,?,m,?
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,p,e
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,m,e
x,f,y,t,l,f,?,n,w,t,b,s,s,w,w,w,?,p,n,v,d,e
s,?,g,f,?,f,?,n,k,e,e,s,s,w,w,w,o,p,k,v,u,e
x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,?,n,s,u,p
x,f,y,t,a,f,w,n,p,t,b,s,s,w,?,w,o,?,n,v,d,e
b,s,y,t,l,?,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,e
b,y,y,t,a,f,c,?,n,e,c,s,s,w,w,w,o,p,n,s,g,e
?,y,y,t,l,f,c,?,n,e,r,s,y,w,w,?,o,?,k,y,p,e
x,f,n,f,n,?,c,n,g,e,e,s,s,w,w,w,o,p,k,?,u,e
x,?,w,t,p,f,c,?,p,e,e,s,s,w,w,w,o,p,n,v,g,p
x,s,y,?,?,f,c,b,?,?,c,s,s,w,w,w,o,p,k,n,m,e
x,y,w,t,a,f,?,b,n,e,c,s,s,w,w,?,?,p,n,?,g,e
x,?,y,t,?,f,c,b,k,e,c,s,s,?,w,w,o,p,k,s,?,?
?,s,w,t,l,f,c,b,w,e,c,s,s,?,w,w,o,?,n,n,m,e
x,?,y,t,l,f,c,b,n,?,r,?,y,?,w,w,o,p,?,s,p,e
?,?,y,t,l,f,c,b,w,e,r,s,y,w,w,w,?,p,k,s,p,e
?,y,n,t,a,?,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g,e
x,s,w,t,l,f,?,b,?,e,c,s,s,w,w,w,o,?,k,s,g,e
b,s,w,t,?,f,c,b,k,e,c,s,s,w,w,w,o,?,?,n,m,e
x,y,n,t,p,?,c,n,k,e,e,s,s,w,w,w,o,p,n,?,u,p
x,s,?,t,p,f,?,n,k,e,e,s,s,w,w,w,o,p,k,v,u,p
b,y,y,t,a,f,c,b,w,e,c,s,s,?,w,w,o,p,k,s,m,?
