@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,s,u,p
x,s,y,?,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g,e
b,s,w,t,?,f,c,b,n,e,c,s,s,w,w,w,o,?,n,n,m,e
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,u,p
x,?,g,f,n,f,w,b,k,t,?,?,s,w,w,w,o,e,n,a,g,e
x,y,y,t,?,f,c,b,n,e,c,s,s,w,w,w,o,?,k,n,g,e
b,s,w,t,a,f,?,b,g,e,c,?,s,w,w,w,o,p,k,n,m,e
b,y,w,t,l,f,c,b,n,e,?,s,?,w,?,w,o,?,n,s,m,e
x,y,w,t,p,f,c,n,p,e,e,?,s,w,w,w,o,p,k,v,g,p
b,s,y,t,a,f,c,b,g,?,c,s,s,?,w,w,o,?,k,s,m,e
x,y,y,t,l,f,c,b,g,e,c,s,s,?,w,w,o,p,n,n,g,e
x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,?,k,s,?,e
b,?,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g,?
x,?,w,t,p,f,?,n,k,e,e,s,s,w,w,?,o,?,n,v,u,p
x,f,n,?,n,f,w,b,n,t,?,s,f,w,w,w,o,e,k,a,g,e
?,f,g,f,n,f,c,?,k,e,e,s,?,w,?,w,o,p,n,y,u,e
f,f,w,f,n,f,w,b,?,t,e,s,s,w,w,w,o,e,n,a,g,e
x,s,n,t,p,f,c,n,n,e,e,s,s,w,?,w,?,p,k,s,g,p
x,y,w,t,p,f,c,n,n,?,e,s,s,w,w,?,o,p,n,s,u,?
?,s,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,n,s,u,p
b,?,y,?,a,f,?,b,k,e,c,s,s,?,w,w,o,p,n,s,m,e
x,?,n,?,p,f,?,n,n,e,e,s,s,?,w,w,o,p,n,?,g,?
b,y,y,t,l,?,c,?,k,e,c,s,s,w,w,w,o,p,n,s,m,e
?,y,w,t,a,f,c,b,w,e,?,s,?,w,w,w,o,p,n,n,m,e
b,?,w,t,l,f,?,b,g,e,c,s,s,w,w,w,o,p,k,?,m,e
