@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,?,t,p,f,c,n,k,?,e,s,s,w,w,w,o,?,k,s,u,p
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,?,o,p,n,n,g,e
b,s,?,?,l,f,c,b,n,e,c,s,s,w,?,w,o,p,n,n,?,e
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,?,s,u,p
x,s,g,f,?,f,w,b,k,t,e,s,s,w,w,w,o,e,?,a,g,e
x,?,y,t,a,f,c,b,n,e,c,s,?,w,?,w,o,p,k,n,?,?
b,s,w,?,a,f,c,b,g,e,c,s,s,w,w,?,?,p,k,n,m,e
b,y,w,t,l,?,c,b,n,e,c,?,s,w,w,w,o,p,n,s,m,e
x,?,?,t,p,f,c,n,p,e,e,s,s,?,?,w,?,p,k,?,g,p
b,s,y,t,?,?,c,b,g,e,?,s,s,w,w,?,o,p,?,s,m,e
x,y,y,t,l,f,c,?,?,e,c,?,s,w,w,w,o,p,n,n,?,e
x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,?,p,k,s,m,e
b,s,?,t,a,f,c,?,w,e,c,s,s,w,w,w,o,?,n,s,g,e
?,y,w,?,p,f,c,n,k,e,e,s,s,w,w,w,?,p,?,v,u,p
x,f,n,f,n,f,w,?,n,t,e,s,f,w,w,w,o,e,k,a,g,e
s,f,?,f,n,?,c,n,k,e,e,s,s,w,w,w,o,p,n,?,u,e
f,?,w,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,a,g,e
x,s,n,t,p,f,?,n,n,e,e,s,s,w,w,w,o,p,k,s,g,p
x,y,w,t,p,?,c,n,n,e,e,s,?,w,w,w,o,p,n,s,u,p
x,s,n,t,p,f,c,n,k,e,e,s,?,w,w,w,o,p,n,?,u,p
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,?,p,n,s,m,e
x,y,n,t,p,f,c,n,n,e,?,s,s,w,?,w,o,p,n,v,g,p
b,y,y,t,l,?,c,b,k,e,c,s,s,?,w,w,o,p,n,?,m,e
?,y,?,t,a,f,c,?,w,e,c,s,s,w,w,w,o,p,?,n,?,e
b,s,w,t,l,f,c,b,?,?,c,s,?,w,w,w,o,p,k,s,m,?
?,s,w,t,p,f,?,n,n,e,?,s,s,w,w,w,o,p,n,v,g,p
x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m,?
x,y,w,t,l,f,c,b,w,e,?,?,s,w,w,w,o,p,n,n,m,e
f,f,?,f,n,?,c,n,k,e,e,s,s,w,?,w,o,p,k,?,u,e
x,s,y,t,a,f,w,n,n,t,b,s,s,?,w,w,o,p,n,?,d,e
b,?,y,t,l,f,c,b,g,e,c,s,s,w,?,w,o,p,n,n,m,e
x,y,w,t,p,f,?,n,k,e,e,s,s,?,w,w,o,p,n,s,u,p
x,?,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m,e
x,y,?,t,l,f,c,b,p,e,r,s,y,w,w,w,o,?,n,y,p,e
b,y,y,t,l,?,c,b,n,e,c,s,s,w,w,w,o,?,?,s,m,e
x,f,y,?,l,f,w,?,w,t,b,s,s,w,w,w,o,p,n,v,d,e
s,f,g,f,?,f,c,n,k,e,?,s,?,w,w,w,o,p,k,v,u,e
x,?,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,s,u,p
?,f,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,?
b,s,y,t,l,f,c,b,k,?,c,s,s,w,w,w,o,p,k,s,m,?
b,?,y,t,a,f,?,b,n,e,c,s,s,w,w,w,o,p,n,s,g,?
x,y,y,t,l,f,c,b,n,e,r,s,y,w,?,w,o,p,k,y,p,e
x,f,n,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,y,u,e
x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,g,p
x,?,y,t,a,f,c,b,w,e,c,s,s,w,?,w,?,p,k,n,m,e
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,g,?
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,?,?,p,k,s,?,e
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,m,e
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,?,p,e
f,y,y,t,?,?,c,b,w,e,r,s,y,w,w,w,o,p,k,s,p,e
x,y,n,t,a,?,c,b,w,e,r,?,y,w,w,w,o,p,k,s,g,e
x,s,w,t,l,?,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g,e
b,s,w,?,l,f,c,?,k,?,c,s,s,w,w,w,o,p,n,n,m,e
x,y,n,t,p,f,c,n,k,e,e,?,s,w,w,w,o,p,n,v,?,p
x,s,w,?,?,f,c,n,k,?,e,s,s,w,w,w,o,p,k,?,u,?
b,y,y,t,a,f,?,b,w,e,c,s,s,?,w,w,o,p,?,s,m,e
f,f,g,f,n,f,w,?,n,t,e,s,s,w,w,w,o,e,n,a,?,e
b,s,w,?,a,f,c,b,w,e,?,s,s,w,w,w,o,p,n,?,g,e
x,s,?,t,l,f,c,b,k,e,c,s,s,w,?,w,o,p,k,n,g,e
x,y,n,?,a,f,c,?,p,e,r,s,y,w,w,?,o,p,k,y,p,e
