@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,p,f,c,n,k,e,e,s,?,w,w,w,o,p,?,s,u,p
x,s,y,t,a,f,c,?,k,e,c,s,s,w,w,?,o,?,n,n,g,e
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m,e
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,u,p
x,s,g,f,n,f,?,b,k,t,e,s,s,w,w,w,o,?,n,a,g,e
x,y,y,t,a,f,c,b,n,e,?,s,s,w,w,w,o,?,k,n,g,?
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,?,e
b,y,w,t,l,f,c,b,n,?,c,s,s,w,w,w,o,p,?,s,m,e
x,?,w,t,p,f,c,n,p,e,e,s,s,w,w,?,o,p,k,?,g,p
b,?,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m,e
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,?,n,n,g,e
x,?,y,t,a,f,?,b,n,e,c,s,s,w,w,w,o,p,k,s,m,e
b,s,?,t,a,f,c,b,?,e,c,s,s,w,w,w,o,p,n,s,?,e
x,y,w,t,p,?,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u,?
x,f,n,f,n,f,?,b,n,t,e,s,f,w,w,w,?,e,k,a,g,e
s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,w,?,p,n,y,u,e
f,f,w,f,n,?,w,b,k,?,e,s,s,w,w,w,o,e,n,a,g,?
x,s,?,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,g,p
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,?,s,u,p
x,?,n,t,p,f,c,n,k,?,e,s,s,w,w,w,o,p,n,?,u,p
?,s,y,?,a,f,c,b,k,e,c,s,s,w,w,w,o,p,?,s,m,e
x,y,n,t,p,f,c,n,?,e,e,s,s,w,w,w,o,p,n,v,g,p
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,?,n,?,m,e
b,y,w,t,a,f,c,b,?,e,c,s,s,w,w,?,o,p,n,n,m,?
b,s,w,t,l,f,c,?,g,e,c,?,s,w,w,w,o,?,k,?,m,e
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,?,o,?,n,v,g,p
