@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,p,f,c,n,k,e,e,?,s,w,?,w,o,p,k,s,u,p
x,s,y,t,?,f,c,b,k,e,c,?,s,w,w,w,o,p,n,n,g,e
b,s,w,t,l,f,c,b,n,e,?,s,s,w,w,w,o,p,n,n,m,e
x,y,w,t,p,f,c,?,?,e,e,?,s,w,w,w,?,p,k,s,u,p
x,s,g,f,?,f,w,?,k,t,e,s,s,w,w,w,?,e,n,a,?,e
x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,g,e
?,?,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m,e
b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,m,e
x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,g,p
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m,e
x,y,y,t,?,f,c,b,g,e,c,?,s,w,w,w,o,p,n,n,g,e
x,y,y,t,a,f,c,b,n,e,c,?,s,w,w,w,o,p,k,?,m,e
b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g,e
x,y,w,t,?,f,c,n,k,e,e,s,s,w,w,w,o,p,?,v,u,p
x,f,?,?,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,a,g,e
