@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data

x,s,n,t,p,?,c,n,k,e,e,s,s,w,w,w,o,p,k,s,u,p
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g,e
b,s,w,t,l,f,?,b,n,e,c,s,s,w,w,w,?,p,n,?,m,e
x,y,w,?,p,f,c,n,n,e,e,s,s,w,w,w,o,p,?,s,u,p
x,s,g,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,a,g,e
x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,?,o,p,k,n,g,e
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,?,m,e
b,y,w,t,?,f,c,b,n,e,c,s,?,w,w,w,o,p,n,s,m,e
x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,?,k,v,?,?
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m,e
x,y,y,?,l,f,c,?,g,e,c,s,s,w,w,w,o,p,?,n,g,e
?,y,y,t,a,f,c,b,n,e,c,s,s,?,w,w,o,p,k,s,m,e
b,s,y,t,a,?,c,b,w,?,c,s,s,w,w,w,o,p,n,s,g,e
x,y,?,t,p,f,c,n,?,e,e,s,s,w,w,w,o,p,n,v,u,p
x,f,n,f,n,f,w,b,n,?,e,s,f,w,w,w,o,e,k,a,g,e
s,f,g,f,n,f,c,n,?,e,e,s,s,w,?,?,o,?,n,y,u,e
f,f,w,f,n,f,w,b,k,t,?,s,?,w,w,w,o,e,n,a,g,e
x,s,n,t,p,f,c,n,n,e,?,s,s,w,w,w,o,p,k,s,g,p
?,y,w,t,p,f,c,n,n,e,e,s,s,?,w,w,o,p,n,s,u,p
x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,n,s,u,p
?,s,y,?,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,e
x,?,n,t,p,f,c,?,n,e,e,?,s,w,w,w,o,p,?,v,g,p
b,y,y,t,l,f,c,?,k,e,c,s,?,w,w,w,o,p,n,s,m,e
?,y,w,t,a,f,c,b,?,e,c,s,s,?,w,w,o,p,n,n,m,e
b,s,w,t,l,f,?,b,g,e,c,s,s,w,w,w,o,p,k,s,m,e
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g,p
x,y,y,t,a,f,c,b,?,e,c,s,s,w,w,w,o,p,?,n,m,e
x,y,w,t,?,f,?,b,w,e,?,s,s,w,w,w,o,p,n,n,?,e
f,f,n,f,n,f,c,n,?,e,e,s,s,?,?,w,o,p,k,y,u,e
x,?,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,e
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,?,m,e
x,y,w,t,p,f,c,n,k,e,e,s,?,w,w,?,o,p,n,s,u,p
x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,?,p,n,n,m,e
x,y,n,t,l,f,c,b,p,e,r,s,y,w,?,w,o,p,n,y,p,e
b,?,y,t,l,f,c,b,n,e,c,s,s,w,w,w,?,p,?,s,m,e
x,f,y,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,?
s,f,g,?,n,?,c,n,k,e,?,s,s,w,w,w,?,p,k,v,u,e
x,?,n,t,p,f,?,n,w,e,e,s,s,w,w,w,o,p,n,s,u,p
x,?,y,?,a,f,w,?,?,t,b,s,s,w,w,w,o,p,n,v,d,?
b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,?,s,m,e
b,y,y,t,a,f,c,b,n,e,c,s,s,?,w,w,o,p,n,s,g,?
