@relation dataset

@attribute sex {0, 1, 2}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}


@data

2,0.455,0.365,0.095,0.514,?,0.101,0.15,14
2,0.35,0.265,0.09,0.2255,?,0.0485,0.07,6
?,?,?,?,0.677,0.2565,0.1415,0.21,8
2,0.44,0.365,0.125,0.516,?,0.114,0.155,9
?,0.33,0.255,0.08,0.205,?,0.0395,0.055,6
1,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,7
?,0.53,0.415,0.15,0.7775,?,0.1415,0.33,19
0,0.545,?,0.125,0.768,?,0.1495,0.26,15
?,0.475,0.37,?,0.5095,?,0.1125,0.165,?
0,0.55,0.44,0.15,?,0.3145,0.151,0.32,?
0,0.525,?,0.14,?,0.194,?,0.21,13
2,0.43,0.35,?,0.406,0.1675,0.081,?,9
?,0.49,0.38,?,?,?,?,0.19,10
0,0.535,?,0.145,?,0.2725,0.171,0.205,?
?,0.47,0.355,?,0.4755,0.1675,0.0805,0.185,9
2,?,0.4,?,0.6645,0.258,0.133,0.24,11
1,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,?
?,?,0.34,0.1,0.451,0.188,0.087,?,?
2,0.365,?,0.08,0.2555,?,?,?,6
?,?,?,?,0.381,?,0.075,0.115,8
2,0.355,?,0.095,0.2455,?,?,0.075,10
1,0.38,?,0.1,?,0.08,?,0.085,9
0,0.565,?,?,0.9395,0.4275,?,0.27,11
0,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,8
?,?,?,?,?,0.513,?,0.305,9
0,0.56,0.44,?,0.9285,?,0.188,0.3,10
?,?,0.45,0.185,0.9955,?,0.272,?,10
2,?,?,?,0.931,0.356,0.234,0.28,11
2,0.605,0.475,?,0.9365,0.394,?,?,14
?,0.575,0.425,0.14,0.8635,0.393,?,0.2,10
2,?,0.47,?,0.9975,0.3935,0.242,0.33,9
0,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,14
2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,17
0,?,?,0.175,1.798,?,0.3925,?,?
?,0.705,0.55,?,?,0.633,?,0.49,?
?,0.465,0.355,0.105,0.4795,0.227,0.124,?,7
0,0.54,0.475,?,1.217,?,0.3075,0.34,15
?,0.45,0.355,?,0.5225,0.237,?,0.145,7
0,0.575,?,0.135,0.883,0.381,0.2035,0.26,10
?,0.355,?,0.09,0.3275,0.134,0.086,0.09,8
?,0.45,0.335,0.105,0.425,0.1865,0.091,?,8
0,0.55,?,0.135,0.8515,0.362,0.196,0.27,13
1,?,0.175,?,?,?,0.0235,?,4
?,0.205,?,0.055,0.042,0.0255,?,0.012,?
1,?,0.15,?,0.042,0.0175,0.0125,0.015,?
1,0.39,0.295,?,0.203,0.0875,?,?,?
?,0.47,0.37,0.12,0.5795,?,?,0.14,?
0,0.46,0.375,0.12,?,?,0.11,0.15,?
1,?,0.245,0.07,0.161,0.0755,0.0255,?,5
?,0.525,0.425,?,?,?,0.2135,0.245,8
?,?,0.41,?,?,0.2385,0.111,?,7
?,0.4,?,0.095,?,0.1335,0.06,0.1,6
2,0.485,0.36,?,0.5415,?,0.096,0.16,9
0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,9
2,0.405,0.31,?,0.385,?,0.0915,0.11,6
?,0.5,?,0.14,0.6615,?,?,0.22,7
2,?,0.35,0.12,0.4425,0.192,?,0.135,?
?,0.47,?,0.135,0.5895,?,0.12,?,7
?,0.245,0.19,0.06,0.086,0.042,0.014,0.025,3
0,?,0.4,0.125,0.583,0.246,0.13,0.175,?
2,0.45,0.345,0.105,0.4115,0.18,?,0.135,6
2,?,?,0.11,?,0.305,?,?,8
0,?,0.41,?,0.6965,?,?,?,9
2,0.425,0.325,0.095,0.3785,?,0.08,0.1,6
2,0.52,0.4,0.12,?,0.234,0.1315,0.185,7
2,0.475,?,?,0.48,0.234,0.1015,0.135,?
0,0.565,0.44,?,0.915,0.354,?,0.32,?
0,?,?,0.185,1.285,0.416,0.224,0.485,12
0,0.475,?,?,0.5305,0.2135,0.1155,0.17,9
1,?,0.235,0.07,0.151,0.063,?,0.045,?
?,?,0.425,0.13,0.7665,0.264,0.168,?,12
0,?,0.32,0.11,?,0.1405,0.0985,0.1,?
0,?,?,0.17,?,0.48,0.225,?,19
2,0.57,0.48,0.175,1.185,0.474,0.261,0.38,?
0,0.605,0.45,?,1.098,0.481,?,?,12
0,?,?,0.15,1.0075,0.4425,?,0.28,14
2,0.595,0.475,?,0.944,0.3625,0.189,0.315,?
0,0.6,0.47,0.15,0.922,0.363,0.194,?,9
0,?,0.425,0.14,0.788,?,0.1595,?,?
0,?,?,0.17,1.1025,0.4695,0.2355,0.345,?
0,0.575,0.445,0.14,?,?,0.252,?,8
2,0.62,0.51,0.175,1.615,0.5105,?,0.675,11
0,?,0.425,0.165,0.9885,?,0.225,0.32,?
?,0.595,?,0.16,1.3175,0.408,0.234,0.58,20
2,0.58,0.45,0.14,1.013,0.38,?,0.36,13
0,0.57,0.465,0.18,?,0.339,?,0.44,11
?,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,12
2,?,0.44,0.16,0.8645,0.3305,0.2075,0.26,9
0,0.46,0.355,0.13,?,0.2205,0.114,0.165,?
0,0.575,0.45,0.16,0.9775,0.3135,?,?,11
