@relation dataset

@attribute attr_4 real
@attribute attr_5 {NO, YES}
@attribute attr_7 {NO, YES}
@attribute attr_8 {BENTON, UDDEHOLM}
@attribute attr_10 {COATED, UNCOATED}
@attribute attr_11 {COATED, COVER, UNCOATED}
@attribute attr_12 {NO, YES}
@attribute attr_13 {LINE, NAPTHA, XYLOL}
@attribute attr_14 {NO, YES}
@attribute attr_15 {Albert70, Motter70, Motter94, WoodHoe70}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {CATALOG, SPIEGEL, TABLOID}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {band, noband}


@data

25503.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821.0,2.0,TABLOID,1911.0,55.0,46.0,0.2,17.0,78.0,0.75,20.0,13.1,1700.0,50.5,36.4,0.0,0.0,2.5,1.0,34.0,40.0,105.0,100.0,band
39039.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816.0,9.0,CATALOG,1910.0,?,40.0,0.3,16.0,?,0.3125,30.0,5.6,1467.0,55.6,?,0.0,0.0,2.5,1.3,40.0,40.0,108.06,100.0,?
?,NO,YES,?,UNCOATED,COATED,?,LINE,YES,WoodHoe70,816.0,2.0,TABLOID,1910.0,50.0,46.0,0.3,17.0,80.0,0.75,30.0,0.0,2100.0,57.5,?,5.0,?,2.3,0.6,35.0,40.0,106.67,100.0,noband
38039.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816.0,2.0,CATALOG,1910.0,50.0,40.0,0.267,16.8,?,0.4375,?,8.6,1467.0,53.8,37.6,5.0,0.0,2.5,0.8,40.0,40.0,103.87,100.0,noband
35751.0,NO,YES,BENTON,COATED,?,NO,LINE,YES,Motter94,827.0,2.0,?,1911.0,50.0,46.0,0.3,?,75.0,0.75,30.0,0.0,2600.0,62.5,37.5,6.0,?,2.5,0.6,30.0,40.0,106.67,100.0,noband
35751.0,NO,YES,BENTON,COATED,COATED,NO,?,YES,Motter94,?,9.0,TABLOID,1911.0,50.0,46.0,0.2,16.5,75.0,0.75,28.0,0.0,2600.0,62.5,37.5,6.0,0.0,2.5,1.1,30.0,40.0,106.67,100.0,noband
47201.0,?,YES,BENTON,UNCOATED,?,NO,XYLOL,YES,Albert70,802.0,7.0,CATALOG,1910.0,50.0,45.0,0.367,12.0,70.0,0.75,60.0,?,1650.0,60.2,39.8,1.5,0.0,3.0,?,40.0,40.0,103.22,?,band
37000.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815.0,2.0,CATALOG,1911.0,?,43.0,0.333,16.0,?,1.0,32.0,22.7,?,45.5,31.8,0.0,0.0,3.0,1.0,38.0,?,106.66,100.0,noband
37000.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,815.0,9.0,CATALOG,1910.0,65.0,?,0.2,16.0,68.0,0.75,30.0,15.5,1750.0,48.5,35.9,0.0,?,3.0,1.0,38.0,40.0,106.6,100.0,noband
35539.0,YES,YES,BENTON,?,UNCOATED,NO,LINE,YES,Motter94,821.0,2.0,TABLOID,1911.0,50.0,50.0,0.367,14.0,80.0,0.75,40.0,?,1700.0,52.6,?,0.0,0.0,2.5,1.0,38.0,?,105.0,100.0,band
35539.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821.0,7.0,TABLOID,1911.0,50.0,50.0,0.3,15.0,70.0,1.0,30.0,10.0,1600.0,50.0,40.0,0.0,0.0,2.8,1.0,38.0,40.0,106.66,100.0,band
23052.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821.0,7.0,TABLOID,1911.0,40.0,45.0,0.3,14.5,70.0,0.625,25.0,0.0,1500.0,?,40.5,0.0,0.0,2.0,1.0,40.0,40.0,100.0,100.0,band
35539.0,?,?,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,?,2.0,TABLOID,1911.0,?,43.0,0.267,16.0,75.0,1.0,20.0,15.8,1600.0,49.5,34.7,0.0,0.0,2.5,1.0,38.0,40.0,103.22,100.0,noband
37571.0,NO,YES,BENTON,?,?,NO,NAPTHA,NO,Motter94,824.0,2.0,TABLOID,1911.0,50.0,45.0,0.233,16.0,70.0,?,30.0,0.0,2400.0,?,41.2,0.0,0.0,1.7,1.0,30.0,40.0,107.4,100.0,noband
35751.0,NO,YES,BENTON,COATED,COATED,NO,NAPTHA,YES,?,824.0,9.0,TABLOID,1911.0,40.0,45.0,0.2,15.0,76.0,0.8125,30.0,0.0,?,62.5,37.5,0.0,0.0,1.0,?,30.0,40.0,?,100.0,noband
37340.0,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,?,824.0,2.0,?,?,30.0,43.0,0.2,16.3,70.0,0.8125,25.0,1.2,2200.0,58.1,?,?,0.0,2.0,1.0,?,40.0,96.875,100.0,noband
35816.0,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,?,827.0,2.0,SPIEGEL,1911.0,40.0,?,0.2,15.8,72.0,1.0,30.0,0.0,2000.0,?,?,0.0,0.0,2.5,1.0,?,40.0,107.4,100.0,band
37352.0,NO,?,BENTON,COATED,COATED,NO,LINE,YES,Motter94,827.0,9.0,TABLOID,1911.0,?,42.0,0.2,14.5,74.0,1.0,25.0,8.0,2100.0,?,34.5,0.0,0.0,2.3,0.7,35.0,40.0,107.4,100.0,band
37352.0,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,827.0,9.0,TABLOID,1911.0,45.0,42.0,0.2,14.0,70.0,1.0,?,8.0,1850.0,57.5,34.5,0.0,0.0,2.0,0.7,35.0,40.0,107.4,100.0,band
37352.0,?,YES,BENTON,UNCOATED,?,NO,LINE,YES,Motter94,827.0,9.0,TABLOID,1911.0,50.0,45.0,?,15.0,76.0,?,30.0,8.0,2150.0,57.5,34.5,0.0,0.0,2.5,1.0,35.0,40.0,107.4,100.0,noband
37352.0,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,?,827.0,?,TABLOID,1911.0,50.0,45.0,?,15.2,72.0,1.0,25.0,5.9,2150.0,58.8,35.3,0.0,0.0,2.5,1.0,35.0,?,107.4,100.0,noband
37157.0,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,Motter94,828.0,2.0,TABLOID,1910.0,30.0,45.0,0.233,17.0,70.0,?,35.0,0.0,2200.0,58.8,41.2,0.0,0.0,2.5,1.0,33.0,40.0,106.45,?,band
37352.0,NO,YES,BENTON,UNCOATED,COATED,?,LINE,YES,WoodHoe70,815.0,2.0,TABLOID,1911.0,37.5,44.0,?,16.0,90.0,0.75,28.0,20.0,2050.0,45.0,35.0,0.0,0.0,2.4,?,35.0,40.0,107.4,100.0,noband
37352.0,NO,YES,BENTON,UNCOATED,?,NO,?,?,?,?,9.0,?,1911.0,37.5,44.0,0.2,16.5,91.0,0.75,30.0,21.7,2050.0,43.5,34.8,0.0,0.0,2.7,0.8,35.0,40.0,?,100.0,noband
25507.0,YES,YES,?,?,UNCOATED,NO,LINE,?,Motter94,821.0,2.0,TABLOID,?,45.0,44.0,0.267,14.1,78.0,0.625,22.0,7.6,1510.0,54.3,38.0,0.0,0.0,2.5,0.7,34.0,40.0,114.28,100.0,noband
25507.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821.0,7.0,TABLOID,1910.0,40.0,44.0,0.2,14.0,69.0,0.625,20.0,8.5,1510.0,53.2,38.3,2.0,0.0,2.5,0.9,34.0,40.0,110.0,100.0,noband
?,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,Motter94,828.0,2.0,TABLOID,1911.0,40.0,?,0.333,17.0,78.0,0.75,35.0,0.0,2400.0,58.8,41.2,4.0,0.0,2.5,?,30.0,40.0,100.0,100.0,band
35334.0,YES,YES,?,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816.0,?,TABLOID,1911.0,40.0,?,0.267,16.0,96.0,1.0,28.0,0.0,1500.0,58.8,41.2,2.0,?,?,?,40.0,?,103.12,100.0,noband
35334.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816.0,9.0,TABLOID,1911.0,32.5,43.0,0.2,?,82.0,1.0,?,7.6,1500.0,54.3,38.0,4.0,0.0,2.5,1.0,40.0,40.0,103.12,?,?
37869.0,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,?,9.0,CATALOG,1911.0,37.5,44.0,0.3,15.0,85.0,0.75,34.0,0.0,1400.0,62.5,37.5,0.0,0.0,?,1.0,28.0,40.0,103.12,100.0,?
37869.0,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,?,2.0,CATALOG,1910.0,35.0,44.0,?,16.0,?,1.0,32.0,7.0,1400.0,58.1,34.9,0.0,?,3.0,1.0,28.0,40.0,103.12,100.0,noband
35752.0,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824.0,9.0,TABLOID,1910.0,50.0,43.0,0.2,16.0,82.0,0.875,30.0,0.0,2270.0,55.6,44.4,12.0,0.0,2.0,1.0,30.0,40.0,103.22,100.0,noband
?,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,?,824.0,2.0,TABLOID,1910.0,50.0,43.0,0.3,16.3,80.0,0.8125,30.0,0.0,2270.0,55.6,44.4,12.0,0.0,?,1.5,30.0,40.0,103.22,100.0,noband
35794.0,NO,YES,?,UNCOATED,?,NO,LINE,YES,Motter94,827.0,2.0,TABLOID,1911.0,60.0,?,0.267,15.8,57.0,0.75,24.0,1.2,1480.0,58.1,40.7,0.0,0.0,1.4,1.7,33.0,40.0,103.12,100.0,noband
35794.0,NO,YES,?,UNCOATED,COATED,NO,LINE,YES,?,827.0,9.0,TABLOID,1911.0,52.5,43.0,0.233,16.6,58.0,0.75,20.0,7.9,1480.0,56.2,36.0,0.0,0.0,1.7,0.7,33.0,40.0,103.12,?,noband
?,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824.0,2.0,TABLOID,1910.0,?,43.0,0.3,17.0,87.0,0.8125,35.0,0.0,2300.0,58.8,41.2,0.0,0.0,1.3,0.7,30.0,40.0,103.22,100.0,?
37441.0,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,821.0,2.0,TABLOID,1911.0,25.0,38.0,?,13.0,75.0,0.625,25.0,0.0,1600.0,57.5,42.5,0.0,0.0,2.5,0.85,30.0,40.0,103.12,100.0,noband
37441.0,NO,YES,?,COATED,COATED,NO,LINE,YES,Motter94,821.0,7.0,TABLOID,1911.0,25.0,38.0,0.233,14.0,70.0,0.625,25.0,0.0,1600.0,58.8,41.2,5.0,0.0,1.7,0.9,30.0,40.0,103.12,100.0,noband
37354.0,NO,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,?,WoodHoe70,816.0,9.0,TABLOID,1911.0,40.0,46.0,0.333,15.9,78.0,0.5,?,?,2000.0,?,36.6,0.0,0.0,2.4,?,35.0,40.0,103.22,100.0,noband
35335.0,YES,?,?,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827.0,2.0,TABLOID,1911.0,45.0,41.0,0.333,17.0,78.0,0.75,16.0,14.1,1100.0,50.5,35.4,0.0,?,2.5,1.0,50.0,40.0,96.97,100.0,band
37335.0,YES,YES,?,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827.0,2.0,TABLOID,1911.0,?,41.0,0.233,16.5,72.0,0.75,20.0,14.1,1300.0,50.5,?,4.0,0.0,2.5,1.0,50.0,40.0,96.97,100.0,band
?,NO,NO,BENTON,COATED,COATED,?,LINE,?,?,824.0,2.0,TABLOID,1910.0,40.0,46.0,0.2,15.0,68.0,0.75,28.0,0.0,1700.0,58.8,41.2,0.0,0.0,1.0,?,33.0,40.0,103.22,100.0,noband
35870.0,NO,NO,BENTON,COATED,?,NO,LINE,NO,Motter94,?,9.0,?,1911.0,40.0,46.0,0.267,16.5,68.0,?,?,0.0,1700.0,58.8,41.2,0.0,0.0,?,1.0,33.0,40.0,103.125,100.0,noband
35811.0,NO,YES,BENTON,COATED,COATED,NO,?,YES,WoodHoe70,?,9.0,SPIEGEL,1911.0,40.0,35.0,0.233,18.0,85.0,0.625,30.0,0.0,2000.0,62.5,37.5,?,0.0,2.5,0.9,30.0,40.0,103.125,100.0,noband
