@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data

0.72694,?,0.32396,?,?,?,0.0046566,?,?,?,?,0.0052323,?,?
0.74173,1.5257,0.36116,0.98152,?,0.79867,?,?,0.02416,0.090476,0.0081195,0.002708,7.4846E-5,0.69659
0.76722,?,0.38998,0.97755,?,0.80812,0.0074573,0.010121,?,0.057445,0.0032891,9.2068E-4,3.7886E-5,?
0.73797,?,?,0.97566,?,?,?,0.0086068,?,0.065491,0.0042707,?,6.6272E-5,?
0.82301,1.7707,0.44462,0.97698,?,0.75493,0.007428,?,0.0079379,?,?,?,2.3504E-5,0.34214
0.72997,?,?,0.98755,?,?,0.0049451,?,0.010487,0.058528,0.0034138,?,2.4798E-5,0.34068
0.82063,1.7529,?,0.97964,?,0.7677,?,0.0063954,?,?,0.0064523,?,4.1495E-5,0.53904
0.77982,1.6215,0.39222,?,0.99825,0.80816,0.0050987,?,0.024875,0.089686,?,0.0024664,?,?
0.83089,?,0.45693,0.9824,?,?,0.0060055,?,?,?,?,?,3.2863E-5,0.33696
0.90631,?,?,?,0.99825,?,0.0084019,?,0.0070096,?,?,?,2.8251E-5,?
0.7459,?,?,?,1.0,0.83088,?,0.0056395,0.0057679,0.036511,?,?,3.1839E-5,?
?,?,?,0.98181,1.0,0.76985,0.0077992,0.011071,0.013677,0.057832,0.0033334,8.1648E-4,?,0.49751
0.93361,?,?,?,1.0,?,0.0055336,0.0055731,0.029712,?,?,0.0020648,?,0.91499
0.91186,2.4994,0.60323,0.983,1.0,?,0.0061494,0.0068823,?,0.072486,0.0052267,?,8.3271E-5,0.67811
?,?,?,?,1.0,?,?,0.0014643,?,?,0.0082717,?,?,0.87177
?,?,?,?,1.0,0.70277,0.0054439,0.0053937,?,?,0.0084044,?,?,?
?,?,0.61648,0.9787,1.0,0.63037,?,0.0046404,?,?,?,?,?,?
?,?,?,?,?,?,0.0059242,?,?,?,?,?,?,1.008
?,1.9548,?,0.98622,?,?,?,?,?,0.070841,?,?,?,0.74174
0.89084,?,?,0.97389,?,?,?,?,0.028461,0.086477,0.0074228,?,?,?
0.93062,2.8973,0.65828,0.98182,?,?,0.0064894,?,0.023606,?,0.005191,?,?,0.90513
?,?,?,0.99039,?,?,?,?,?,?,?,?,?,?
?,1.2099,?,?,0.98772,0.60555,?,0.10134,?,0.20088,?,0.015895,?,?
0.66307,?,?,?,0.99649,0.75954,?,?,0.021815,?,?,0.0040284,3.6303E-5,0.5341
?,1.0991,?,0.92405,?,?,?,0.11877,?,?,0.025145,?,1.2121E-4,1.1076
?,?,0.38111,0.94226,0.99825,?,0.019432,?,?,?,?,?,8.6352E-5,0.72247
?,1.1435,0.3846,?,0.99649,0.60571,0.028329,0.14606,?,0.15931,?,?,?,1.1365
?,?,?,0.91585,0.99825,?,?,0.086347,0.054635,?,?,?,?,?
?,?,0.3446,0.90487,0.99649,?,?,?,0.06245,0.16411,?,0.010602,?,?
?,?,0.35318,?,0.99825,0.62068,?,0.19785,?,?,?,0.0046505,5.2046E-5,?
0.68605,?,?,?,0.99825,?,0.030339,?,?,?,?,?,1.5525E-4,?
0.59571,?,?,0.92056,?,0.65698,0.024753,?,0.042051,?,?,0.010881,?,0.83221
0.39432,?,?,?,0.99298,0.73417,?,?,0.073063,0.13718,0.01847,?,?,?
?,?,?,?,?,?,0.0086562,?,?,?,0.013872,0.0037549,?,?
?,?,0.40827,?,1.0,?,0.014987,?,?,?,?,0.0017773,4.7378E-4,?
0.64161,?,0.31556,0.93324,?,?,?,?,0.030897,?,?,?,?,?
?,?,?,0.97053,?,0.77183,?,0.015281,?,?,0.0042817,8.9749E-4,?,?
0.74242,?,?,0.95593,0.99474,?,?,0.030306,?,0.064242,?,?,2.6812E-4,?
0.39289,1.1286,?,0.96405,?,?,?,0.025176,?,0.078211,0.0060798,0.0015299,?,?
0.53017,?,?,?,1.0,?,?,?,0.048541,0.10941,?,?,4.8839E-4,?
0.87844,?,?,0.83923,0.83684,0.37688,?,0.34539,0.045468,?,?,0.0051589,?,?
?,?,?,?,0.91754,?,?,?,0.035786,0.10047,0.0099932,?,?,?
0.86545,?,?,?,0.85439,0.33077,?,?,?,0.1157,?,?,2.0084E-4,?
0.93671,2.4151,?,?,?,0.33439,?,?,?,?,0.014314,0.0039983,3.7216E-4,1.3083
?,2.222,?,0.82432,0.89474,0.35618,0.038012,?,0.059981,?,?,0.0075251,?,?
?,?,0.69555,?,?,?,?,?,?,?,?,?,2.9366E-4,1.1602
?,?,0.64925,0.81682,?,?,?,?,?,0.12036,?,?,1.7096E-4,1.0962
?,?,?,0.84434,?,0.37007,?,0.28077,?,0.11955,?,0.0037887,?,1.2593
?,1.774,0.63974,0.8499,?,?,0.051776,0.4879,0.06103,0.1519,?,0.0080813,?,?
?,?,?,?,0.89298,?,0.050792,?,?,?,0.025989,0.010189,2.3873E-4,?
?,?,?,?,0.85614,?,0.048803,?,0.079282,0.18571,0.033338,?,2.7502E-4,1.5377
?,?,?,0.84981,0.87544,0.31304,?,?,?,?,0.02594,0.0092918,?,1.4686
?,?,0.72231,0.63754,?,?,0.14864,4.0212,?,?,0.0028534,?,?,0.53199
0.50784,?,?,0.73625,?,0.27687,?,3.2176,0.014816,?,0.0044748,0.0013737,?,?
?,1.2115,?,?,?,0.23896,?,2.1022,?,0.080623,0.0064581,?,?,?
0.52744,1.0419,0.51662,?,?,0.33784,?,?,?,?,0.0066868,0.0017982,1.2196E-4,0.944
0.50964,?,?,0.72175,?,0.21009,0.11264,2.3093,0.021181,0.080306,?,?,?,?
?,1.2323,0.60663,?,?,0.24135,?,?,?,0.096215,?,?,5.1566E-5,0.75194
0.71847,1.2291,0.693,0.75574,?,?,0.098823,?,?,?,0.0053299,0.0013612,?,?
?,?,0.52998,?,?,0.33753,?,2.4268,?,0.042071,0.0017668,4.7564E-4,1.4404E-5,0.30832
?,1.7011,?,?,0.97018,?,?,?,0.038846,?,?,?,?,1.2269
?,?,?,?,?,0.27825,?,0.28528,?,?,?,?,5.6309E-5,?
0.84315,?,?,?,0.96667,0.49437,?,?,0.054653,0.14411,?,0.0082654,?,?
0.82602,1.6637,0.49244,?,?,?,0.022152,?,?,0.1012,?,?,?,?
0.86486,1.7986,?,0.87745,0.97018,?,?,0.15898,?,?,?,?,?,?
?,?,?,0.92748,?,?,0.014708,0.039374,?,0.077667,?,0.002105,?,?
?,?,?,?,?,?,0.031671,0.18255,?,0.1344,?,?,1.6133E-4,1.4016
?,?,?,0.97215,?,?,0.0092956,?,0.021192,?,?,?,?,?
0.82373,1.6421,?,?,0.98421,0.50374,0.020049,?,0.018698,0.075567,?,0.0023517,?,?
?,1.8572,?,?,?,?,?,?,0.038283,?,?,?,?,?
?,?,0.83612,?,0.98772,0.31546,0.02322,0.098133,?,?,?,0.0032908,?,?
?,?,0.83628,?,?,?,?,?,?,0.097095,?,0.0027833,?,0.85025
0.98853,6.628,?,0.96861,?,?,?,?,0.032722,?,?,?,?,?
?,5.8308,0.82878,?,1.0,?,?,0.039178,?,?,?,?,?,?
?,6.0269,0.83884,?,0.96842,?,?,0.11379,0.021226,?,?,?,?,?
?,6.2904,?,?,1.0,0.29288,?,?,?,?,?,?,?,0.8112
?,?,?,?,?,0.28899,?,?,?,?,?,?,2.0215E-4,?
?,?,?,0.95488,?,?,?,0.29359,0.039243,0.11622,0.013327,0.0043872,1.9465E-4,1.0006
?,?,?,?,0.89649,?,0.019421,0.068643,?,0.095642,0.0090645,0.0027526,?,?
?,?,?,0.97837,?,?,0.011769,?,0.051048,?,0.017961,?,3.128E-4,1.166
?,?,0.86069,?,0.99474,?,0.021697,0.08568,?,0.087108,?,0.0023055,?,?
?,1.2059,?,?,0.99649,?,?,?,?,?,?,?,6.7871E-4,?
?,?,?,0.91793,0.97368,0.63545,0.034884,?,0.060967,0.15124,?,?,4.3953E-4,1.2541
?,1.2733,0.31093,0.93409,?,?,?,0.058744,?,0.12505,0.015397,0.0051037,?,?
?,1.3232,0.40145,?,?,?,?,0.4177,?,?,0.035592,0.0091838,0.0015424,?
?,?,0.41362,?,0.96316,?,?,?,?,?,?,0.0078269,?,1.184
0.54029,?,?,?,0.97719,?,?,?,?,0.14256,?,?,2.0354E-4,?
?,1.2825,0.38769,?,0.96667,?,0.052403,?,?,?,?,0.0091042,?,1.3596
?,?,?,?,?,?,?,?,0.024332,0.10405,?,0.0047135,4.6307E-5,0.56447
?,1.2165,0.37691,?,?,0.54006,?,0.18848,?,?,?,?,9.5661E-4,1.9018
?,1.2199,0.32967,?,?,?,?,?,0.092156,0.18249,?,?,9.0962E-4,?
?,1.5285,0.46455,?,?,?,0.034289,?,?,0.10191,?,0.0035859,?,?
?,1.2902,?,?,?,?,0.023879,0.10378,0.047501,0.12228,?,0.0042129,5.6945E-4,1.1232
0.59837,?,?,0.93647,0.99825,0.64448,0.019818,0.071484,0.045326,?,?,0.0059817,?,?
?,1.2821,0.39683,?,?,0.49492,?,?,?,?,0.02093,?,?,1.2659
0.44941,1.1374,?,?,0.97368,0.54595,0.047809,?,?,?,0.033467,?,?,?
?,1.1876,0.36748,?,?,0.57995,?,?,0.13764,?,?,0.0061636,?,?
?,?,?,?,?,0.51113,?,?,0.083154,0.17465,?,0.0094574,?,1.5807
0.32175,?,0.32151,?,?,0.58719,0.045933,?,?,0.14622,?,0.0048174,0.0014091,?
?,1.37,?,?,0.96491,0.44764,0.055411,0.55882,0.1203,?,0.035373,?,?,2.2137
?,?,?,0.9298,?,0.57879,0.053564,?,?,?,?,?,5.9701E-4,?
?,?,0.30101,?,?,?,?,?,?,?,0.050382,0.025877,?,1.4463
0.23041,1.1294,?,0.94201,?,?,0.040722,?,0.10957,0.23571,?,0.02418,?,1.6648
?,1.1366,0.22905,?,0.97544,0.71234,0.038286,?,?,?,?,?,6.4766E-4,?
0.54913,?,0.31283,?,?,0.5933,?,0.31404,?,?,?,0.02379,8.43E-4,2.203
?,?,?,?,?,0.70006,0.05426,?,?,?,0.044212,?,?,1.8452
?,?,?,0.95176,?,?,?,?,?,?,?,?,?,?
?,1.0573,0.26213,0.93923,?,0.59302,?,?,0.19067,?,0.073089,0.023825,?,2.6604
?,1.1116,0.65626,0.57724,?,0.16867,?,2.2776,0.016001,0.061238,?,8.7861E-4,?,?
0.54893,1.1111,?,0.56623,0.6,0.15743,?,?,?,?,0.0063155,0.0019123,7.3919E-5,?
?,1.095,0.68828,?,0.54211,?,0.13761,?,?,0.073202,0.0053299,?,?,0.75496
?,1.0656,?,?,0.59123,0.13705,?,2.7498,?,0.098907,?,?,?,?
?,1.1316,?,?,?,?,?,?,0.017945,?,0.0050792,0.0014652,7.2478E-5,0.63273
0.24465,?,?,?,0.79474,0.21788,?,?,?,0.127,?,0.006587,?,?
?,?,0.68174,0.50961,0.6614,?,?,?,?,?,?,?,?,0.90082
?,?,?,0.52833,?,0.1771,0.13017,?,0.029057,?,?,?,?,0.82383
?,?,?,?,?,0.16792,0.13006,?,0.015279,?,?,7.2847E-4,?,?
0.47565,?,?,?,0.49649,0.14133,0.12987,3.0697,0.023977,0.0842,?,?,1.1284E-4,?
?,1.1117,0.67175,?,?,?,0.13674,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,0.037866,?,?,?,?,0.9229
?,?,0.70988,?,0.64912,0.1412,0.13192,3.1674,?,?,?,?,1.485E-4,?
?,1.0405,?,?,?,0.13165,?,?,0.027997,?,?,0.0026591,1.2469E-4,?
?,1.096,?,?,?,?,?,?,0.021943,0.072882,?,?,?,?
0.44882,?,0.6301,?,0.81053,?,?,2.2486,?,0.088889,0.0078393,0.0022734,1.7545E-4,?
?,?,?,?,?,?,0.054511,?,?,0.14657,?,?,3.7204E-4,1.6461
