@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data

0.72694,1.4742,0.32396,0.98535,?,?,?,0.0039465,?,0.12795,0.016108,0.0052323,2.7477E-4,1.1756
?,1.5257,0.36116,0.98152,0.99825,0.79867,0.0052423,?,0.02416,0.090476,0.0081195,0.002708,7.4846E-5,0.69659
?,1.5725,?,?,?,?,?,0.010121,0.011897,0.057445,0.0032891,9.2068E-4,3.7886E-5,0.44348
?,?,0.35376,?,?,?,0.0068768,0.0086068,?,0.065491,0.0042707,0.0011544,6.6272E-5,0.58785
0.82301,?,0.44462,0.97698,1.0,0.75493,?,0.010042,?,?,?,5.5986E-4,?,0.34214
0.72997,?,0.34284,0.98755,?,?,?,0.0044506,0.010487,0.058528,0.0034138,0.0011248,2.4798E-5,0.34068
0.82063,?,0.44458,?,0.99649,0.7677,0.0059279,0.0063954,?,0.080587,0.0064523,0.0022713,?,0.53904
?,1.6215,?,?,?,?,?,0.0047314,0.024875,0.089686,0.0079794,?,?,?
0.83089,1.8199,0.45693,0.9824,1.0,0.77106,0.0060055,0.006564,0.0072447,?,0.0016469,3.8812E-4,3.2863E-5,0.33696
?,?,?,0.97683,0.99825,0.66419,?,?,0.0070096,0.042347,0.0017901,4.5889E-4,2.8251E-5,0.28082
?,?,?,?,1.0,?,?,?,?,?,?,3.0872E-4,?,0.25026
?,?,?,?,?,?,?,0.011071,?,?,?,?,?,?
0.93361,?,?,?,1.0,?,0.0055336,0.0055731,?,?,0.0080153,0.0020648,?,0.91499
?,?,?,?,?,?,?,0.0068823,?,?,0.0052267,0.0014887,8.3271E-5,0.67811
?,2.2927,?,?,?,?,0.0028365,?,?,?,?,0.0022383,?,?
0.86755,?,0.51464,0.98691,?,?,0.0054439,0.0053937,?,0.092063,0.0084044,?,1.9854E-4,?
0.91852,?,?,?,1.0,?,0.0050494,?,0.02309,0.082029,?,?,1.2452E-4,0.71713
?,2.2038,0.56218,?,?,?,?,?,?,?,?,0.0021199,2.7729E-4,?
?,?,?,0.98622,?,?,0.0039733,?,0.020258,?,0.0049933,?,?,0.74174
0.89084,?,?,0.97389,?,?,0.015271,?,?,?,0.0074228,0.0018832,2.4345E-4,?
0.93062,?,0.65828,?,1.0,?,?,?,0.023606,0.072237,?,?,2.5558E-4,?
?,?,0.46549,?,?,?,?,?,0.062798,0.13234,?,?,6.5523E-4,1.653
0.70273,?,?,?,?,0.60555,0.023597,0.10134,?,0.20088,?,?,?,?
0.66307,?,?,0.94952,?,?,?,0.032621,0.021815,0.097143,?,?,3.6303E-5,?
?,?,0.33117,0.92405,0.98421,?,0.025545,?,0.054687,0.1606,0.025145,?,?,?
?,1.251,0.38111,?,0.99825,?,0.019432,?,0.031587,0.11502,0.013056,0.0053112,8.6352E-5,0.72247
