@relation dataset

@attribute x real
@attribute y real
@attribute month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute day {0, 1, 2, 3, 4, 5, 6}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

7.0,5.0,7,0,86.2,26.2,94.3,5.1,8.2,51.0,6.7,0.0,0.0
7.0,4.0,10,5,90.6,35.4,669.1,6.7,?,33.0,0.9,?,?
7.0,4.0,10,2,90.6,43.7,686.9,?,14.6,33.0,1.3,0.0,0.0
8.0,?,?,?,91.7,33.3,77.5,9.0,8.3,97.0,4.0,?,0.0
8.0,6.0,?,?,?,?,102.2,9.6,11.4,?,?,0.0,0.0
?,6.0,?,3,92.3,85.3,488.0,14.7,22.2,29.0,5.4,?,0.0
?,6.0,1,?,92.3,?,495.6,8.5,24.1,27.0,3.1,0.0,0.0
?,6.0,1,1,91.5,?,?,10.7,8.0,86.0,2.2,0.0,0.0
8.0,6.0,11,?,91.0,129.5,?,7.0,?,?,5.4,0.0,?
7.0,?,11,2,92.5,88.0,698.6,?,22.8,40.0,?,0.0,0.0
7.0,?,11,?,92.5,88.0,?,?,17.8,51.0,7.2,?,0.0
7.0,5.0,11,2,92.8,73.2,713.0,?,?,38.0,4.0,0.0,0.0
?,5.0,1,0,63.5,?,665.3,?,17.0,72.0,?,0.0,0.0
?,5.0,?,1,90.9,?,?,7.0,?,42.0,2.2,0.0,?
?,5.0,11,6,92.9,?,?,9.2,?,21.0,4.5,?,0.0
6.0,?,?,?,?,141.2,713.9,13.9,?,?,5.4,0.0,?
5.0,?,7,2,91.7,35.8,80.8,?,?,27.0,5.4,0.0,0.0
8.0,5.0,?,1,?,?,664.2,3.0,?,?,?,0.0,0.0
?,4.0,7,6,89.2,27.9,70.8,6.3,15.9,?,4.0,0.0,?
6.0,4.0,0,?,?,27.4,97.1,?,9.3,?,?,?,?
6.0,?,?,5,?,?,?,?,18.3,?,?,0.0,0.0
?,4.0,?,1,91.8,78.5,724.3,9.2,19.1,38.0,?,0.0,0.0
7.0,?,6,3,94.3,?,200.0,56.1,21.0,44.0,4.5,0.0,0.0
7.0,?,1,2,90.2,?,?,?,?,43.0,5.8,0.0,0.0
7.0,4.0,1,?,93.5,139.4,?,20.3,23.7,32.0,5.8,?,0.0
?,4.0,1,?,91.4,?,601.4,?,16.3,60.0,5.4,?,?
?,?,11,0,92.4,117.9,668.0,?,19.0,?,5.8,0.0,?
7.0,4.0,?,?,90.9,126.5,?,7.0,19.4,48.0,1.3,0.0,0.0
6.0,3.0,?,2,93.4,145.4,721.4,8.1,30.2,24.0,2.7,0.0,0.0
?,?,11,3,93.5,149.3,?,?,?,39.0,3.6,0.0,0.0
6.0,3.0,11,0,?,85.1,?,15.9,25.4,?,3.6,?,0.0
6.0,?,?,1,88.6,?,?,7.1,11.2,?,7.6,0.0,0.0
6.0,3.0,11,0,88.6,69.7,706.8,5.8,20.6,37.0,?,0.0,0.0
6.0,3.0,?,3,91.7,75.6,718.3,?,?,39.0,3.6,0.0,0.0
6.0,3.0,?,1,91.8,?,?,9.2,21.2,?,?,0.0,0.0
?,3.0,?,?,?,80.7,?,?,18.2,62.0,4.5,0.0,0.0
?,?,10,5,90.6,35.4,?,?,21.7,24.0,4.5,?,?
?,4.0,10,0,90.0,41.5,682.6,8.7,11.3,60.0,5.4,?,?
7.0,3.0,10,?,?,43.7,686.9,6.7,?,?,?,0.0,?
?,4.0,?,?,88.1,?,67.6,3.8,14.1,?,?,0.0,0.0
4.0,4.0,?,5,?,60.6,366.7,?,?,37.0,?,?,?
4.0,4.0,1,2,90.2,?,624.2,8.9,18.4,?,6.7,?,?
4.0,?,?,5,94.8,108.3,647.1,17.0,?,54.0,5.4,?,?
?,?,11,2,?,?,698.6,?,?,48.0,2.7,0.0,0.0
4.0,4.0,11,6,?,82.9,?,?,12.9,74.0,4.9,0.0,0.0
