@relation dataset

@attribute x real
@attribute y real
@attribute month {apr, aug, dec, feb, jan, jul, jun, mar, may, nov, oct, sep}
@attribute day {fri, mon, sat, sun, thu, tue, wed}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

7.0,?,mar,fri,86.2,26.2,94.3,5.1,8.2,51.0,6.7,0.0,0.0
7.0,4.0,?,tue,90.6,35.4,?,6.7,?,33.0,0.9,0.0,0.0
7.0,4.0,oct,sat,?,43.7,686.9,6.7,14.6,33.0,1.3,0.0,0.0
?,?,mar,fri,?,33.3,77.5,9.0,8.3,?,4.0,?,0.0
8.0,6.0,mar,sun,89.3,?,102.2,9.6,11.4,99.0,?,?,0.0
?,?,aug,sun,92.3,85.3,488.0,14.7,?,?,5.4,0.0,0.0
8.0,6.0,?,mon,92.3,88.9,495.6,?,24.1,27.0,3.1,0.0,0.0
?,?,?,?,?,145.4,608.2,?,8.0,86.0,2.2,0.0,0.0
?,6.0,sep,tue,91.0,129.5,?,7.0,13.1,?,5.4,0.0,0.0
7.0,5.0,?,sat,92.5,88.0,698.6,?,22.8,40.0,?,0.0,0.0
7.0,5.0,sep,?,92.5,88.0,698.6,?,?,51.0,7.2,0.0,?
?,?,sep,sat,92.8,73.2,?,?,?,?,?,0.0,0.0
6.0,?,?,fri,63.5,?,665.3,?,17.0,?,6.7,?,0.0
6.0,?,sep,?,90.9,126.5,?,7.0,21.3,42.0,2.2,?,0.0
6.0,5.0,sep,wed,?,133.3,699.6,?,?,?,4.5,?,0.0
6.0,?,sep,fri,93.3,141.2,713.9,?,?,44.0,?,0.0,?
?,5.0,?,sat,91.7,35.8,80.8,7.8,?,27.0,5.4,0.0,0.0
8.0,5.0,oct,mon,84.9,32.8,664.2,?,16.7,47.0,?,0.0,?
6.0,?,?,?,89.2,27.9,70.8,?,?,35.0,4.0,0.0,?
6.0,4.0,?,?,?,27.4,97.1,5.1,?,?,4.5,0.0,?
?,4.0,sep,tue,91.0,?,692.6,?,18.3,?,2.7,?,0.0
5.0,?,?,mon,91.8,78.5,724.3,9.2,19.1,?,2.7,0.0,?
7.0,4.0,jun,sun,94.3,96.3,?,56.1,21.0,44.0,4.5,0.0,0.0
7.0,?,?,sat,?,?,537.4,?,19.5,?,5.8,?,0.0
?,4.0,aug,?,93.5,139.4,?,?,23.7,32.0,?,0.0,?
7.0,4.0,aug,sun,91.4,142.4,601.4,10.6,16.3,60.0,5.4,?,?
7.0,4.0,sep,?,92.4,?,668.0,12.2,?,34.0,5.8,0.0,?
7.0,4.0,sep,?,90.9,?,686.5,7.0,19.4,48.0,?,0.0,0.0
?,3.0,?,?,?,145.4,721.4,?,30.2,24.0,?,0.0,0.0
6.0,?,?,sun,93.5,149.3,728.6,8.1,?,39.0,?,?,0.0
6.0,3.0,?,fri,94.3,85.1,692.3,15.9,?,24.0,3.6,0.0,0.0
6.0,3.0,sep,mon,?,91.8,709.9,?,?,?,7.6,0.0,0.0
?,3.0,sep,fri,?,69.7,?,5.8,20.6,37.0,1.8,?,0.0
6.0,3.0,sep,sun,91.7,?,718.3,7.8,?,?,?,0.0,0.0
6.0,?,?,?,91.8,78.5,724.3,?,?,32.0,2.7,0.0,0.0
?,3.0,sep,tue,90.3,80.7,?,6.3,18.2,?,?,?,0.0
6.0,3.0,?,?,90.6,35.4,669.1,6.7,21.7,24.0,?,?,?
7.0,?,oct,fri,?,41.5,682.6,8.7,11.3,60.0,5.4,0.0,0.0
7.0,?,oct,sat,90.6,43.7,686.9,6.7,17.8,?,4.0,?,0.0
4.0,4.0,mar,tue,88.1,25.7,67.6,?,?,?,2.7,0.0,?
4.0,4.0,jul,tue,?,60.6,366.7,1.5,23.3,37.0,3.1,0.0,?
4.0,4.0,?,?,?,96.9,624.2,?,18.4,42.0,6.7,0.0,0.0
?,4.0,aug,tue,?,108.3,?,?,16.6,54.0,5.4,0.0,0.0
4.0,4.0,?,?,92.5,88.0,?,7.1,19.6,48.0,2.7,0.0,0.0
?,4.0,?,?,90.1,82.9,735.7,6.2,12.9,74.0,4.9,?,?
5.0,6.0,?,?,94.3,85.1,?,15.9,?,24.0,?,?,0.0
5.0,?,sep,mon,90.9,?,?,7.0,14.7,?,3.6,0.0,0.0
6.0,6.0,jul,mon,?,?,?,11.0,23.0,36.0,3.1,0.0,?
