@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {0, 1, 2, 3, 4, 5, 6}


@data

38.0,189.0,0.0,?,?,?,?,33.3185,29.0741,?,35.2222,25.6667,?,18.4444,-10.2222,35.2222,0.271208,?,4
25.0,?,0.0,0.0,?,0.607407,1.05556,0.462963,?,13.1111,17.8889,?,-13.2222,?,12.1111,21.5556,0.393002,2.69011,3
?,139.0,0.0,0.0,?,?,0.333333,?,?,0.0,1.33333,?,-1.33333,2.66667,-1.33333,1.33333,0.777778,-2.0944,2
63.0,220.0,0.0,?,?,15.263,?,6.08889,8.18519,?,6.44444,11.5556,-4.88889,-5.22222,10.1111,?,0.486717,2.09315,3
161.0,135.0,0.0,0.0,?,?,0.111111,0.172133,1.25926,0.777778,?,0.0,-1.44444,5.22222,-3.77778,?,1.0,-1.82221,?
235.0,88.0,0.0,0.0,0.611111,?,0.944445,0.32963,?,?,6.44444,1.44444,?,?,-4.0,6.44444,?,?,2
67.0,?,0.0,0.0,?,1.06284,?,1.31092,?,?,142.222,?,?,48.0,-14.6667,142.222,0.190625,-2.33375,5
?,?,0.0,0.0,?,0.742868,?,2.12655,58.0,51.8889,?,49.6667,-18.3333,43.3333,-25.0,72.4444,?,-1.99159,?
217.0,245.0,0.111111,0.111111,3.16667,3.01662,2.16667,?,9.74074,7.44444,7.11111,?,-6.88889,-7.88889,?,14.6667,?,2.06945,?
9.0,?,?,0.0,1.5,1.00554,2.77778,1.64204,?,?,57.2222,39.5556,-14.7778,33.8889,-19.1111,?,?,-2.01072,4
?,117.0,0.222222,?,0.833333,?,?,0.444445,21.2222,21.1111,?,16.2222,?,15.3333,-15.0,?,0.382629,-1.57448,?
?,139.0,0.0,0.0,0.666667,?,0.777778,?,5.33333,?,?,?,3.66667,3.33333,-7.0,6.88889,?,-1.00494,0
214.0,79.0,?,?,?,0.862963,1.33333,0.533333,4.85185,2.0,9.22222,?,-8.55556,13.1111,-4.55556,?,0.791667,-2.28898,?
118.0,125.0,?,0.0,?,0.298142,0.888889,?,?,0.0,?,0.333333,-3.44444,5.88889,?,3.11111,1.0,-2.17565,2
83.0,53.0,0.0,?,0.555555,?,?,?,123.444,112.333,?,119.778,?,44.3333,-11.0,138.222,0.187217,?,?
70.0,?,?,0.0,1.22222,0.272166,?,?,58.0,50.0,74.3333,?,-24.0,?,-25.0,74.3333,0.336015,-2.0785,1
?,?,?,?,1.5,1.27778,1.61111,2.28519,23.8519,23.5556,30.0,18.0,-0.888889,?,-17.5556,30.0,?,-1.59887,0
151.0,129.0,0.0,0.0,?,8.14157,?,?,32.037,?,?,?,?,27.2222,-13.7778,41.1111,?,?,1
?,144.0,0.0,?,0.222222,?,0.333333,0.088889,1.0,?,3.0,?,-3.0,6.0,-3.0,3.0,?,?,?
146.0,140.0,?,0.0,1.05556,0.462963,1.0,?,?,?,?,?,4.66667,?,?,8.22222,0.537017,-0.909267,?
?,237.0,0.111111,0.0,2.27778,?,2.66667,?,?,10.8889,?,18.7778,?,-9.66667,16.6667,?,0.472826,?,?
155.0,27.0,?,0.0,?,0.240737,?,0.25185,137.519,132.556,146.556,133.444,-14.8889,?,-12.2222,146.556,0.098472,?,5
?,?,0.0,0.0,2.38889,?,4.83333,3.00925,59.7778,?,74.0,52.2222,-20.0,?,-22.6667,74.0,0.296314,?,?
94.0,104.0,0.0,0.0,6.61111,1.42075,1.0,0.516399,55.7407,48.8889,69.5556,?,-20.5556,41.4444,-20.8889,69.5556,0.303071,?,1
220.0,111.0,0.0,0.0,?,1.65552,?,1.59745,29.5926,25.4444,?,?,-12.4444,25.8889,-13.4444,?,0.349325,?,1
?,?,0.0,?,?,1.24127,0.222222,?,18.9259,14.5556,?,15.3333,-13.1111,?,-10.7778,26.8889,0.459024,-2.16091,6
18.0,145.0,0.0,0.0,?,0.018519,0.611111,0.374074,?,5.55556,?,?,4.88889,?,-5.11111,?,0.600529,?,0
95.0,?,?,0.111111,3.16667,?,?,?,60.2593,52.4444,?,52.1111,?,?,-24.4444,76.2222,0.320865,?,?
?,?,?,0.0,?,?,1.11111,1.06805,64.6296,?,?,?,-19.2222,41.4444,?,78.4444,?,?,1
?,133.0,?,0.0,0.055556,?,0.055556,0.136083,0.37037,0.0,?,?,-1.11111,?,?,?,?,?,6
?,145.0,?,0.0,0.0,0.0,0.0,0.0,?,0.0,?,?,0.0,0.0,0.0,?,?,?,6
?,208.0,?,0.0,?,?,?,2.44445,16.0741,12.6667,?,21.1111,-10.2222,-4.88889,15.1111,?,?,2.31093,3
?,?,0.0,0.0,1.22222,1.0037,?,?,?,?,59.8889,41.5556,?,34.1111,?,?,?,-1.94747,4
222.0,?,0.0,?,1.72222,0.062963,0.166667,0.033333,?,1.0,?,0.888889,-4.33333,?,?,5.44444,0.878395,-2.07507,6
97.0,130.0,?,0.0,0.722222,0.507407,1.05556,0.685185,?,?,?,?,4.44444,3.11111,-7.55556,?,0.570106,-0.963048,0
21.0,64.0,0.0,0.0,16.2778,12.9485,20.2222,17.6291,31.0,?,38.0,30.3333,-19.0,21.0,?,?,?,-2.59382,2
96.0,193.0,0.0,0.0,1.33333,1.11555,?,1.84692,62.7037,54.7778,?,54.5556,?,48.2222,?,78.7778,0.310288,?,4
?,150.0,0.0,?,?,1.94074,2.16667,1.5,20.7407,16.2222,29.2222,?,?,25.4444,-11.8889,29.2222,?,?,1
?,120.0,?,0.0,0.444444,0.02963,?,0.118518,?,7.77778,6.77778,3.33333,5.44444,2.44444,-7.88889,7.77778,0.569444,-0.820403,0
137.0,?,?,?,?,3.04074,?,?,28.4074,25.3333,38.2222,?,-9.22222,29.4444,-20.2222,?,0.430558,-1.84499,?
46.0,238.0,0.0,0.0,?,0.827759,2.16667,?,13.2593,9.66667,?,17.4444,-10.7778,?,?,?,?,2.50823,?
254.0,?,?,0.0,?,?,?,?,36.6296,31.3333,46.2222,?,?,28.7778,-12.8889,?,?,-2.31687,4
?,?,?,?,?,0.807371,?,0.779361,113.815,?,132.111,109.222,?,54.8889,?,?,?,-2.39111,5
243.0,48.0,0.0,0.0,1.22222,?,1.27778,1.26297,134.852,127.556,?,?,-21.8889,33.7778,?,146.111,?,?,?
?,175.0,?,0.0,?,3.12457,?,4.68923,57.8519,50.7778,72.7778,?,-21.2222,?,?,?,0.312834,?,?
?,?,?,0.111111,?,?,5.05556,2.85514,52.9259,46.3333,67.0,?,?,42.2222,-22.4444,?,?,?,4
?,218.0,0.0,?,?,0.744444,1.16667,0.655555,?,10.6667,12.6667,17.7778,-9.11111,?,12.2222,17.7778,?,?,3
107.0,?,0.0,0.0,0.666662,?,1.16667,0.408248,126.778,115.778,141.889,122.667,-33.0,?,-12.3333,?,?,-2.37037,5
?,51.0,?,?,1.77778,1.62963,2.66667,0.888889,?,?,35.1111,19.4444,-9.22222,?,-18.8889,35.1111,?,-1.87303,?
