@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {brickface, cement, foliage, grass, path, sky, window}


@data

38.0,189.0,0.0,0.0,?,0.222222,6.22222,?,?,26.3333,?,?,-8.22222,?,-10.2222,35.2222,0.271208,-2.04915,path
?,?,0.0,?,1.11111,0.607407,1.05556,0.462963,17.5185,?,17.8889,21.5556,-13.2222,?,12.1111,21.5556,?,2.69011,grass
49.0,?,0.0,0.0,?,0.077778,?,?,0.444444,0.0,1.33333,?,-1.33333,2.66667,?,1.33333,0.777778,?,?
63.0,220.0,?,0.0,3.05556,15.263,3.66667,?,?,?,6.44444,?,-4.88889,-5.22222,10.1111,11.5556,?,2.09315,?
161.0,?,0.0,0.0,0.055556,?,0.111111,0.172133,?,0.777778,3.0,?,-1.44444,?,?,?,?,-1.82221,window
?,?,0.0,0.0,0.611111,0.240741,0.944445,0.32963,?,?,6.44444,?,-7.0,11.0,-4.0,?,?,?,?
?,32.0,0.0,?,0.944444,1.06284,1.77778,1.31092,126.222,115.111,142.222,121.333,-33.3333,?,?,?,0.190625,?,sky
188.0,?,0.0,0.0,?,0.742868,4.16667,?,58.0,?,72.4444,49.6667,-18.3333,?,-25.0,72.4444,0.314281,?,path
217.0,?,0.111111,0.111111,3.16667,3.01662,2.16667,?,?,7.44444,7.11111,14.6667,-6.88889,-7.88889,14.7778,?,0.572767,2.06945,?
?,171.0,?,0.0,?,1.00554,?,1.64204,45.9259,41.0,57.2222,39.5556,?,33.8889,-19.1111,57.2222,?,?,path
149.0,?,0.222222,0.0,0.833333,?,?,?,21.2222,21.1111,26.3333,16.2222,-0.333333,?,-15.0,26.3333,0.382629,-1.57448,brickface
136.0,?,0.0,0.0,0.666667,0.177778,?,?,?,?,6.44444,?,3.66667,?,-7.0,6.88889,0.566799,-1.00494,?
214.0,79.0,?,0.0,1.27778,?,1.33333,?,4.85185,2.0,?,?,-8.55556,?,-4.55556,9.22222,0.791667,-2.28898,foliage
118.0,125.0,?,?,0.333333,0.298142,0.888889,0.344265,1.14815,?,3.11111,0.333333,-3.44444,?,-2.44444,?,1.0,-2.17565,foliage
?,53.0,0.0,?,0.555555,?,0.722223,0.490652,?,?,?,119.778,?,44.3333,-11.0,138.222,?,-2.39327,sky
70.0,?,?,?,1.22222,0.272166,1.0,?,58.0,50.0,74.3333,49.6667,-24.0,49.0,?,74.3333,0.336015,?,cement
96.0,84.0,0.0,0.0,1.5,1.27778,1.61111,2.28519,23.8519,23.5556,30.0,?,-0.888889,18.4444,-17.5556,30.0,0.398791,?,brickface
151.0,129.0,0.0,?,8.05556,8.14157,0.722222,0.827758,?,27.5556,41.1111,?,-13.4444,?,-13.7778,41.1111,0.338407,-2.0788,cement
98.0,?,0.0,0.0,0.222222,0.02963,0.333333,0.088889,1.0,0.0,3.0,0.0,?,6.0,?,3.0,?,?,?
146.0,140.0,?,0.0,1.05556,0.462963,?,0.577778,6.33333,?,7.33333,3.77778,?,?,-7.66667,?,0.537017,?,brickface
162.0,237.0,0.111111,0.0,?,?,?,?,13.2222,10.8889,?,18.7778,-7.0,?,?,18.7778,0.472826,?,?
155.0,27.0,0.0,0.0,?,0.240737,1.44445,?,137.519,?,146.556,?,?,27.1111,-12.2222,146.556,?,?,sky
83.0,198.0,0.0,0.0,?,1.49691,?,?,59.7778,?,74.0,52.2222,-20.0,42.6667,-22.6667,74.0,0.296314,-2.05057,path
94.0,?,0.0,?,?,?,1.0,?,55.7407,48.8889,?,?,-20.5556,41.4444,-20.8889,?,0.303071,-2.08549,cement
220.0,?,0.0,?,2.55556,1.65552,2.27778,1.59745,?,?,38.2222,25.1111,-12.4444,25.8889,-13.4444,38.2222,0.349325,-2.06472,cement
?,85.0,0.0,0.0,?,1.24127,0.222222,0.172133,?,14.5556,26.8889,?,?,23.8889,-10.7778,26.8889,0.459024,-2.16091,window
18.0,?,0.0,?,?,?,?,?,3.92593,?,?,?,4.88889,0.222222,-5.11111,5.55556,0.600529,-0.57094,brickface
95.0,191.0,?,0.111111,3.16667,2.78687,6.0,5.18545,60.2593,52.4444,76.2222,52.1111,?,?,-24.4444,76.2222,?,-2.07765,path
112.0,38.0,0.0,0.0,11.0556,11.0743,1.11111,?,64.6296,58.2222,?,57.2222,?,41.4444,-22.2222,78.4444,0.271659,?,?
206.0,133.0,0.0,0.0,0.055556,?,?,0.136083,?,0.0,1.11111,?,-1.11111,2.22222,-1.11111,1.11111,1.0,-2.0944,?
?,145.0,?,?,?,?,?,0.0,?,?,0.0,0.0,?,0.0,0.0,?,?,0.0,window
217.0,208.0,?,?,2.5,2.16667,?,?,16.0741,?,14.4444,?,-10.2222,?,?,21.1111,?,2.31093,grass
189.0,?,0.0,?,?,1.0037,?,2.38902,?,?,59.8889,41.5556,-13.2222,?,-20.8889,?,0.305755,-1.94747,path
?,93.0,0.0,0.0,1.72222,?,0.166667,?,?,?,5.44444,?,-4.33333,9.0,?,?,0.878395,-2.07507,?
?,130.0,?,0.0,0.722222,0.507407,1.05556,0.685185,?,7.33333,6.88889,?,4.44444,3.11111,-7.55556,?,?,-0.963048,?
21.0,64.0,0.0,0.0,?,12.9485,20.2222,17.6291,31.0,24.6667,?,?,?,21.0,?,38.0,0.400746,-2.59382,foliage
96.0,?,0.0,?,?,?,1.83333,1.84692,62.7037,54.7778,?,?,?,?,-24.4444,78.7778,0.310288,-2.08494,?
?,?,0.0,0.0,?,?,?,?,?,16.2222,?,16.7778,-13.5556,?,?,?,0.441573,-2.13488,cement
?,120.0,0.0,?,0.444444,0.02963,0.444445,0.118518,?,?,?,3.33333,5.44444,?,-7.88889,7.77778,0.569444,-0.820403,?
137.0,66.0,?,0.0,2.61111,3.04074,?,3.88518,?,?,38.2222,?,-9.22222,29.4444,-20.2222,38.2222,?,?,?
?,238.0,0.0,?,?,0.827759,2.16667,?,?,9.66667,?,?,-10.7778,-1.77778,12.5556,?,0.445509,?,grass
