@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real


@data

3.26,0.829,1.676,0.0,1.0,?,3.77
?,0.58,0.863,0.0,?,1.348,3.115
2.125,0.638,0.831,0.0,0.0,1.348,?
3.027,0.331,1.472,?,?,1.807,3.51
2.094,0.827,0.86,0.0,0.0,1.886,5.39
3.222,0.331,2.177,?,0.0,0.706,1.819
3.179,0.0,1.063,0.0,0.0,?,?
3.0,?,0.938,1.0,?,?,3.513
2.62,0.499,?,0.0,0.0,2.942,4.402
2.834,?,0.95,0.0,0.0,?,?
2.405,0.134,0.843,?,0.0,?,3.21
2.728,0.223,0.953,0.0,0.0,1.591,?
2.512,0.223,0.929,1.0,?,1.769,3.919
2.834,0.134,?,?,0.0,1.859,3.03
2.819,?,1.271,?,1.0,0.981,?
?,0.251,1.114,0.0,?,?,2.157
2.834,0.134,?,?,0.0,?,2.413
3.014,?,1.781,0.0,0.0,?,0.898
3.024,0.452,2.698,0.0,0.0,1.107,0.45
?,0.405,1.205,?,0.0,1.807,?
2.707,0.972,1.889,0.0,3.0,-1.169,2.976
2.978,?,?,0.0,1.0,3.988,6.535
3.111,0.732,0.923,0.0,0.0,4.068,5.643
3.315,0.223,0.96,0.0,0.0,3.395,4.629
2.71,?,?,0.0,0.0,2.526,4.838
3.326,0.647,0.986,0.0,1.0,3.112,4.081
?,0.134,1.294,0.0,0.0,2.51,3.436
?,0.134,1.984,0.0,0.0,2.591,?
3.155,0.638,2.128,0.0,0.0,-0.937,?
2.479,0.887,0.954,0.0,0.0,1.748,4.257
1.075,1.161,0.865,0.0,1.0,0.024,5.386
3.645,?,1.155,?,0.0,?,3.393
3.079,0.429,2.135,?,0.0,-0.521,1.308
3.332,0.134,1.519,0.0,?,2.242,3.554
2.726,0.496,1.179,?,1.0,1.06,2.269
3.532,0.134,1.11,0.0,0.0,2.813,4.165
4.216,0.223,1.248,?,0.0,5.089,5.896
?,0.0,1.15,0.0,?,3.562,?
2.918,?,0.944,?,0.0,2.066,4.59
3.833,0.405,?,0.0,1.0,3.492,2.092
3.669,0.223,1.599,0.0,0.0,2.274,3.665
2.824,0.223,1.0,1.0,0.0,2.102,?
2.233,0.64,?,?,?,2.37,?
3.103,0.134,?,0.0,0.0,1.533,3.174
?,?,1.17,1.0,2.0,?,7.899
3.641,?,1.933,?,1.0,1.565,2.67
