@relation dataset

@attribute vendor {adviser, amdahl, apollo, basf, bti, burroughs, c.r.d, cdc, cambex, dec, dg, formation, four-phase, gould, hp, harris, honeywell, ibm, ipl, magnuson, microdata, nas, ncr, nixdorf, perkin-elmer, prime, siemens, sperry, sratus, wang}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data

?,125.0,?,?,?,16.0,?,199.0
amdahl,?,8000.0,?,?,8.0,32.0,?
amdahl,?,?,32000.0,32.0,?,32.0,253.0
amdahl,29.0,8000.0,32000.0,?,?,32.0,?
amdahl,29.0,?,16000.0,?,8.0,?,132.0
?,?,8000.0,32000.0,64.0,8.0,?,290.0
amdahl,23.0,?,?,64.0,16.0,?,?
amdahl,23.0,16000.0,32000.0,?,?,32.0,?
?,?,16000.0,?,?,16.0,?,?
amdahl,?,?,64000.0,?,32.0,?,?
apollo,?,1000.0,?,0.0,1.0,?,?
apollo,400.0,?,3500.0,?,1.0,?,?
?,60.0,?,?,65.0,1.0,8.0,?
?,50.0,4000.0,16000.0,65.0,?,?,?
?,?,?,64.0,?,?,4.0,15.0
?,?,?,?,?,?,32.0,?
burroughs,?,524.0,2000.0,?,?,?,23.0
?,?,512.0,?,0.0,7.0,?,29.0
?,143.0,?,2000.0,0.0,5.0,?,?
?,110.0,?,?,?,8.0,?,?
?,?,?,6300.0,0.0,5.0,32.0,?
?,143.0,3100.0,6200.0,?,?,?,?
?,143.0,?,6200.0,0.0,?,?,40.0
?,?,?,6200.0,?,?,?,?
c.r.d,?,?,?,?,1.0,12.0,?
?,?,?,?,?,?,?,?
c.r.d,?,256.0,6000.0,?,1.0,6.0,28.0
?,?,?,?,?,?,3.0,?
?,320.0,512.0,?,?,1.0,5.0,28.0
c.r.d,?,?,?,?,1.0,?,?
cdc,25.0,?,?,131.0,?,24.0,102.0
?,25.0,?,?,131.0,?,?,102.0
?,?,2620.0,?,?,?,?,?
?,?,?,10480.0,?,12.0,24.0,?
?,?,5240.0,?,30.0,?,?,138.0
cdc,64.0,?,20970.0,?,?,?,?
cdc,50.0,500.0,2000.0,?,?,4.0,?
?,50.0,?,4000.0,8.0,?,?,?
?,?,?,?,?,?,5.0,?
cambex,?,?,?,8.0,3.0,5.0,?
?,50.0,?,8000.0,?,3.0,?,41.0
?,50.0,2000.0,?,?,?,5.0,74.0
?,?,?,?,8.0,?,?,?
?,?,2000.0,?,8.0,?,?,?
dec,133.0,?,?,9.0,?,?,?
?,133.0,1000.0,8000.0,?,?,12.0,?
dec,?,512.0,?,?,1.0,?,18.0
dec,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,512.0,?,8.0,1.0,8.0,38.0
?,?,384.0,?,0.0,1.0,1.0,34.0
?,?,256.0,?,0.0,?,1.0,?
?,140.0,1000.0,?,?,?,3.0,72.0
dg,?,?,?,?,1.0,?,?
dg,?,1000.0,4000.0,?,1.0,?,?
?,?,1000.0,?,16.0,?,2.0,?
?,?,?,?,?,1.0,?,?
?,?,?,8000.0,0.0,1.0,4.0,?
?,800.0,256.0,8000.0,0.0,?,4.0,34.0
formation,800.0,?,?,?,1.0,?,?
?,800.0,?,?,?,?,4.0,?
formation,?,?,?,?,?,?,?
four-phase,?,?,1000.0,0.0,8.0,20.0,?
?,75.0,2000.0,?,64.0,1.0,38.0,?
?,75.0,?,16000.0,?,1.0,38.0,?
gould,?,?,?,?,?,?,157.0
hp,?,?,?,0.0,3.0,?,18.0
hp,?,256.0,?,?,3.0,?,20.0
hp,?,1000.0,?,?,?,?,?
?,?,2000.0,?,8.0,3.0,?,33.0
?,?,?,8000.0,8.0,?,?,?
?,?,?,?,?,3.0,?,54.0
?,?,?,?,?,?,?,?
?,?,768.0,?,0.0,?,24.0,?
harris,300.0,?,?,?,?,24.0,25.0
?,?,768.0,?,6.0,?,?,?
?,?,?,4500.0,?,?,?,?
harris,?,?,?,?,?,?,50.0
harris,300.0,?,?,?,6.0,24.0,?
?,180.0,768.0,?,6.0,?,?,?
