@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real


@data

?,0.829,1.676,0.0,1.0,1.453,3.77
?,?,?,?,0.0,1.348,3.115
2.125,0.638,0.831,0.0,?,1.348,3.531
3.027,0.331,?,?,0.0,?,?
?,?,0.86,?,?,1.886,5.39
?,?,?,0.0,?,?,1.819
?,?,?,0.0,?,?,3.947
?,?,0.938,?,0.0,2.851,3.513
?,?,?,0.0,?,?,?
2.834,0.134,0.95,?,0.0,?,?
2.405,0.134,?,0.0,0.0,1.769,3.21
?,?,?,?,0.0,1.591,?
?,?,?,?,0.0,?,?
?,?,?,?,?,1.859,?
?,?,?,?,?,?,?
2.126,?,1.114,0.0,?,?,?
?,0.134,?,0.0,?,1.199,?
?,?,1.781,0.0,?,-0.115,?
?,?,?,0.0,0.0,1.107,?
3.036,?,?,1.0,0.0,?,?
?,0.972,1.889,?,3.0,?,?
2.978,?,?,0.0,?,?,?
3.111,0.732,?,0.0,?,?,5.643
?,0.223,0.96,?,?,?,?
2.71,0.93,?,0.0,?,?,4.838
?,?,0.986,?,?,?,4.081
?,?,1.294,0.0,0.0,2.51,?
3.896,0.134,?,?,?,?,?
?,0.638,?,0.0,0.0,?,?
?,?,0.954,0.0,?,?,?
1.075,?,?,?,?,0.024,?
3.645,0.223,?,0.0,0.0,?,?
3.079,?,?,0.0,0.0,?,?
3.332,0.134,?,?,?,?,?
2.726,?,1.179,?,1.0,?,?
3.532,?,?,0.0,?,?,4.165
4.216,?,1.248,?,0.0,?,?
?,?,?,?,0.0,3.562,4.829
?,?,0.944,3.0,?,?,?
?,?,1.522,?,?,?,?
?,?,?,?,?,2.274,3.665
?,0.223,?,?,?,2.102,?
2.233,0.64,?,?,?,2.37,4.805
3.103,?,1.344,?,0.0,?,?
?,?,?,1.0,2.0,3.906,?
3.641,0.331,?,?,?,1.565,?
?,0.693,1.851,0.0,2.0,0.787,?
?,?,?,0.0,?,2.193,3.857
?,?,?,2.0,?,2.217,5.522
?,?,1.678,?,?,2.849,4.851
?,?,1.45,2.0,?,?,3.84
3.734,0.223,1.374,2.0,2.0,?,?
2.126,0.977,0.771,0.0,?,?,?
2.216,0.679,?,?,?,2.296,3.559
3.179,0.0,1.063,?,?,2.942,4.091
?,?,0.99,0.0,0.0,?,?
2.728,?,0.953,?,0.0,1.859,?
?,0.83,0.899,?,?,3.478,?
?,?,?,?,?,2.127,?
?,0.64,?,?,?,?,?
?,0.134,0.95,0.0,?,?,2.827
?,0.405,?,4.0,2.0,?,?
?,?,?,1.0,?,1.619,?
1.636,?,1.695,?,?,?,3.861
2.219,0.604,1.537,0.0,?,?,?
?,0.223,?,2.0,?,?,?
1.818,?,?,?,0.0,1.672,3.546
1.5,?,1.891,?,0.0,?,?
?,?,?,0.0,0.0,?,3.203
2.56,?,?,?,?,0.347,?
?,?,1.445,?,?,?,?
?,0.134,1.13,1.0,?,0.094,?
0.667,?,1.361,?,?,0.202,4.748
2.333,0.251,1.946,?,0.0,?,2.576
2.026,0.223,?,?,?,?,?
?,?,1.068,?,0.0,?,?
?,0.64,?,?,?,?,?
?,?,?,0.0,?,-1.053,?
?,0.405,?,?,?,-1.306,?
1.512,?,?,1.0,0.0,-0.386,?
?,0.405,?,0.0,0.0,?,1.088
?,?,?,?,0.0,?,?
?,?,?,0.0,0.0,3.291,?
3.57,?,?,0.0,?,?,6.083
?,?,1.671,0.0,?,?,4.628
?,?,?,1.0,0.0,1.869,?
2.802,?,?,0.0,?,1.064,?
2.242,1.096,?,?,?,?,?
?,0.749,?,0.0,?,?,?
?,?,?,1.0,?,?,3.573
3.08,0.223,?,?,?,1.442,2.271
3.277,0.223,?,?,?,1.587,?
3.179,?,?,0.0,?,2.942,?
?,?,?,?,0.0,?,3.29
?,?,0.99,?,?,3.21,?
?,?,0.839,?,0.0,?,3.979
?,0.134,?,0.0,?,1.859,3.47
?,?,?,?,?,0.893,3.314
2.565,0.693,?,0.0,?,?,4.031
2.085,1.079,?,0.0,0.0,?,?
2.26,?,0.836,?,0.0,3.045,4.194
?,?,1.0,?,0.0,2.608,3.447
?,0.134,1.293,?,0.0,0.846,?
?,?,0.907,0.0,0.0,?,3.645
?,?,1.385,?,?,1.195,?
2.866,0.223,1.333,0.0,?,1.05,?
?,?,0.857,0.0,0.0,?,?
?,0.134,1.293,?,0.0,?,?
3.509,?,?,?,0.0,2.248,?
?,?,?,?,0.0,-0.063,?
2.512,?,?,?,?,?,?
?,0.251,?,0.0,0.0,?,1.651
?,0.405,?,?,?,2.06,?
2.755,?,?,?,?,?,?
?,?,?,?,1.0,?,?
?,0.977,1.328,?,?,?,?
2.609,0.604,1.529,0.0,0.0,2.419,?
?,0.134,?,?,?,?,2.436
1.961,?,1.215,?,0.0,?,?
?,?,?,?,0.0,?,?
?,?,1.126,?,0.0,?,?
2.377,?,?,?,?,-0.534,2.156
2.366,0.405,?,?,0.0,-0.128,1.037
?,?,2.102,0.0,?,0.8,?
?,0.134,?,?,?,?,?
?,?,1.669,0.0,0.0,?,?
1.778,?,?,?,?,?,?
?,?,?,0.0,?,?,?
?,0.223,?,?,?,1.795,?
?,?,1.128,?,2.0,?,4.366
?,0.693,?,?,?,?,?
?,?,1.571,0.0,?,?,?
3.441,?,?,0.0,?,?,?
?,?,1.696,?,0.0,2.604,?
3.143,?,?,0.0,0.0,?,?
2.802,?,1.6,?,?,?,3.825
2.126,?,1.127,?,?,?,?
?,?,?,?,0.0,?,?
?,0.405,?,?,?,?,?
?,0.0,?,?,?,3.124,?
2.111,0.134,1.253,?,?,0.468,?
2.085,0.56,?,?,0.0,-0.544,1.18
3.361,?,?,?,2.0,2.021,?
?,?,?,?,1.0,?,?
?,0.56,?,0.0,?,?,?
3.181,?,?,0.0,?,?,4.68
3.369,?,?,?,?,?,?
3.277,?,?,?,0.0,1.587,2.98
?,0.405,?,2.0,?,?,3.936
?,0.486,1.416,0.0,?,?,5.47
?,?,?,0.0,?,-0.917,?
?,?,?,0.0,0.0,?,?
?,?,?,?,0.0,2.604,?
3.566,?,?,0.0,0.0,1.94,?
2.594,?,?,0.0,0.0,0.454,?
?,?,1.614,0.0,0.0,1.94,?
?,?,?,?,?,?,3.979
3.596,0.604,?,?,?,4.673,5.363
?,0.134,?,?,?,?,4.396
?,?,1.599,?,?,?,?
?,?,?,?,0.0,-0.129,1.02
2.57,1.028,?,0.0,?,1.466,2.973
3.641,0.405,?,?,?,3.289,3.182
4.005,?,?,0.0,?,?,?
?,?,?,?,?,?,4.822
3.201,?,2.004,0.0,?,?,?
3.98,0.223,1.578,?,?,3.806,?
?,?,?,0.0,?,4.098,?
?,?,1.565,0.0,?,?,?
4.63,0.405,?,?,?,?,3.139
2.456,?,?,0.0,?,?,2.858
?,0.764,?,?,?,?,4.191
3.461,0.223,?,?,?,?,4.416
?,0.496,1.077,0.0,?,1.697,3.537
3.38,0.638,?,0.0,1.0,1.57,?
?,?,?,?,0.0,?,1.408
?,?,1.714,?,?,1.209,?
?,1.834,1.35,?,?,3.115,8.471
?,1.501,?,?,?,5.149,?
?,?,?,0.0,?,?,?
?,1.348,?,?,?,?,?
?,?,?,?,?,?,?
?,0.693,1.42,0.0,2.0,5.426,?
?,0.56,0.927,0.0,1.0,?,5.276
?,?,?,0.0,?,?,3.924
2.585,?,0.917,?,?,?,6.379
1.925,1.318,0.595,0.0,0.0,3.764,4.705
?,1.075,0.951,?,?,?,?
2.508,?,?,0.0,?,?,3.766
?,?,?,?,0.0,0.828,3.641
?,?,?,?,1.0,?,4.108
?,?,0.822,?,?,?,?
?,?,?,0.0,?,2.736,?
?,?,?,?,?,?,?
?,?,?,?,0.0,?,?
4.288,?,?,?,0.0,?,?
?,?,?,0.0,?,?,4.287
2.085,1.079,0.895,?,?,4.063,?
?,?,0.819,0.0,?,2.729,?
3.041,?,?,0.0,?,?,?
?,?,0.938,0.0,?,2.239,3.759
?,0.56,1.168,1.0,?,?,?
?,0.56,?,1.0,?,?,3.118
?,?,1.074,?,?,?,?
3.103,?,?,0.0,0.0,?,3.267
?,0.829,?,?,?,?,?
3.459,?,1.483,?,2.0,?,4.486
2.442,?,2.254,0.0,?,?,4.305
?,?,?,?,0.0,?,?
3.315,?,?,?,0.0,?,?
?,?,?,?,0.0,?,4.809
?,0.859,2.162,0.0,0.0,?,?
?,?,0.988,?,0.0,3.395,?
?,0.405,?,?,0.0,?,2.604
?,0.223,?,?,0.0,?,3.629
?,?,1.023,?,0.0,?,4.07
?,0.405,?,?,?,?,2.93
?,?,?,?,0.0,1.442,?
?,0.693,?,?,2.0,1.121,?
2.359,0.405,?,0.0,?,?,6.4
2.026,0.223,?,1.0,0.0,0.202,?
?,?,?,0.0,2.0,?,2.851
?,?,?,?,?,?,?
?,?,1.625,1.0,?,0.655,3.654
?,0.405,1.787,0.0,?,?,3.81
2.429,?,1.954,0.0,?,-0.473,?
2.836,0.693,?,?,?,?,3.178
4.285,0.134,?,?,0.0,4.379,?
2.534,?,1.619,?,0.0,-1.186,?
4.077,?,1.909,?,0.0,?,?
?,?,?,0.0,2.0,?,?
2.034,?,?,?,0.0,?,?
?,0.331,?,?,1.0,0.133,?
?,?,?,?,?,?,?
?,?,?,0.0,?,?,4.278
?,?,?,?,?,?,?
?,1.821,?,?,2.0,?,6.897
