@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real


@data

?,0.829,1.676,?,?,1.453,3.77
2.189,0.58,0.863,0.0,0.0,1.348,3.115
?,?,?,?,0.0,1.348,3.531
3.027,?,1.472,1.0,0.0,1.807,?
2.094,?,?,?,?,?,?
?,?,?,?,0.0,?,1.819
?,?,?,0.0,0.0,?,3.947
?,?,?,1.0,?,2.851,?
?,0.499,?,?,?,?,?
2.834,?,0.95,?,0.0,?,3.021
2.405,0.134,?,0.0,?,1.769,?
?,0.223,0.953,0.0,?,?,?
?,?,?,?,0.0,?,?
2.834,?,1.237,?,0.0,1.859,?
?,?,1.271,?,?,?,?
?,?,?,?,?,?,?
?,0.134,?,0.0,?,1.199,?
?,0.56,?,0.0,?,?,?
?,?,?,?,?,?,?
?,0.405,?,?,?,1.807,?
?,?,1.889,0.0,?,-1.169,2.976
?,1.246,1.103,?,?,?,?
3.111,?,0.923,0.0,?,?,?
3.315,?,0.96,?,?,3.395,4.629
2.71,0.93,0.724,0.0,?,?,?
?,?,?,0.0,?,3.112,?
3.332,0.134,1.294,0.0,?,2.51,3.436
?,0.134,1.984,0.0,0.0,?,?
3.155,?,?,?,0.0,?,?
2.479,?,?,0.0,?,?,?
1.075,?,?,?,?,0.024,?
?,0.223,1.155,?,0.0,?,?
?,?,?,?,0.0,-0.521,1.308
3.332,?,?,0.0,0.0,2.242,?
?,0.496,1.179,0.0,1.0,?,2.269
3.532,0.134,?,?,?,?,4.165
4.216,?,?,?,0.0,?,?
3.605,?,?,0.0,?,3.562,?
?,?,?,?,?,2.066,?
?,?,1.522,?,?,3.492,2.092
?,0.223,?,0.0,0.0,?,?
2.824,0.223,1.0,?,0.0,2.102,3.56
2.233,0.64,?,?,0.0,?,?
?,0.134,1.344,0.0,0.0,?,?
?,?,1.17,?,2.0,3.906,?
?,?,?,?,1.0,?,2.67
?,?,?,0.0,?,?,4.016
?,?,1.023,?,0.0,?,?
?,?,?,2.0,2.0,?,?
?,0.693,1.678,0.0,?,?,4.851
3.734,?,?,?,?,?,3.84
?,0.223,?,?,?,2.642,?
?,?,?,?,0.0,3.795,5.284
?,?,0.764,?,?,?,?
3.179,?,1.063,?,?,2.942,4.091
2.62,?,0.99,0.0,?,3.21,?
?,0.223,?,?,?,1.859,3.755
?,?,?,0.0,?,3.478,?
2.216,?,0.839,?,0.0,?,?
?,0.64,0.838,?,?,?,?
2.834,0.134,0.95,?,?,?,?
2.126,?,?,4.0,2.0,0.411,6.38
?,0.405,1.609,1.0,1.0,?,?
?,0.64,1.695,0.0,0.0,0.408,?
2.219,?,?,?,0.0,?,?
1.594,0.223,1.333,?,?,?,6.297
?,0.499,?,1.0,?,?,?
?,?,?,?,0.0,?,?
1.512,0.64,?,0.0,0.0,0.347,?
2.56,?,?,0.0,0.0,?,2.283
?,0.134,?,?,?,?,?
1.359,?,?,?,0.0,?,?
?,?,?,?,?,?,?
?,?,?,0.0,?,?,?
2.026,?,?,?,0.0,?,5.259
1.594,0.223,?,?,?,0.202,4.564
0.965,?,?,?,?,0.202,?
?,?,?,?,?,-1.053,?
1.0,0.405,?,?,?,?,?
?,?,1.627,?,?,-0.386,?
