@relation dataset

@attribute x real
@attribute y real
@attribute month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute day {0, 1, 2, 3, 4, 5, 6}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

7.0,?,7,0,86.2,26.2,94.3,5.1,8.2,51.0,6.7,0.0,0.0
7.0,4.0,?,5,90.6,35.4,?,6.7,?,?,?,0.0,0.0
7.0,4.0,10,2,?,43.7,686.9,6.7,14.6,33.0,1.3,0.0,0.0
?,?,7,0,?,33.3,77.5,9.0,8.3,?,4.0,?,0.0
8.0,6.0,7,3,89.3,?,102.2,9.6,11.4,99.0,?,?,0.0
?,?,1,3,92.3,85.3,?,14.7,?,?,5.4,0.0,0.0
8.0,6.0,?,1,92.3,88.9,495.6,?,24.1,27.0,3.1,0.0,0.0
?,?,?,?,?,145.4,608.2,?,8.0,86.0,2.2,0.0,0.0
?,6.0,11,5,91.0,129.5,?,7.0,13.1,?,5.4,0.0,0.0
7.0,5.0,?,2,92.5,88.0,698.6,?,22.8,40.0,?,0.0,0.0
?,5.0,11,?,92.5,88.0,698.6,?,?,51.0,7.2,0.0,?
?,?,11,2,92.8,73.2,?,?,?,?,?,0.0,0.0
?,?,?,0,63.5,?,665.3,?,17.0,?,6.7,?,0.0
6.0,?,11,?,90.9,126.5,?,7.0,?,42.0,2.2,?,0.0
?,?,11,6,?,133.3,699.6,?,?,?,4.5,?,0.0
6.0,?,11,?,93.3,141.2,713.9,?,?,44.0,?,0.0,?
?,5.0,?,?,91.7,35.8,80.8,7.8,?,27.0,5.4,0.0,0.0
8.0,5.0,?,1,84.9,32.8,664.2,?,16.7,47.0,?,0.0,?
6.0,?,?,?,89.2,27.9,?,?,?,35.0,4.0,0.0,?
?,4.0,?,?,?,27.4,97.1,5.1,?,?,4.5,0.0,?
?,?,11,5,91.0,?,692.6,?,18.3,?,2.7,?,0.0
5.0,?,?,?,91.8,78.5,724.3,9.2,19.1,?,?,0.0,?
7.0,4.0,6,3,94.3,96.3,?,56.1,21.0,44.0,4.5,?,0.0
7.0,?,?,2,?,?,537.4,?,19.5,?,5.8,?,?
?,4.0,?,?,93.5,139.4,?,?,23.7,32.0,?,0.0,?
7.0,4.0,1,3,91.4,142.4,601.4,10.6,16.3,60.0,5.4,?,?
7.0,4.0,11,?,?,?,668.0,12.2,?,34.0,?,?,?
7.0,4.0,11,?,90.9,?,686.5,?,19.4,48.0,?,0.0,0.0
?,3.0,?,?,?,145.4,721.4,?,30.2,24.0,?,0.0,0.0
6.0,?,?,3,93.5,149.3,728.6,8.1,?,?,?,?,0.0
6.0,3.0,?,0,94.3,85.1,692.3,15.9,?,24.0,3.6,0.0,0.0
?,3.0,11,1,?,91.8,709.9,?,?,?,7.6,0.0,0.0
?,3.0,11,0,?,69.7,?,5.8,?,37.0,1.8,?,0.0
6.0,3.0,11,3,91.7,?,718.3,7.8,?,?,?,0.0,0.0
6.0,?,?,?,91.8,78.5,724.3,?,?,32.0,2.7,0.0,0.0
?,3.0,11,5,?,80.7,?,?,18.2,?,?,?,0.0
6.0,3.0,?,?,90.6,35.4,669.1,6.7,21.7,?,?,?,?
7.0,?,10,?,?,41.5,682.6,8.7,11.3,?,5.4,0.0,0.0
7.0,?,10,2,90.6,43.7,686.9,?,17.8,?,?,?,0.0
4.0,4.0,7,5,88.1,25.7,?,?,?,?,2.7,0.0,?
4.0,4.0,?,5,?,60.6,?,1.5,23.3,37.0,?,0.0,?
?,4.0,?,?,?,96.9,624.2,?,18.4,?,6.7,0.0,0.0
?,4.0,?,5,?,108.3,?,?,16.6,54.0,5.4,0.0,?
4.0,4.0,?,?,92.5,88.0,?,7.1,19.6,48.0,2.7,0.0,0.0
?,4.0,?,?,90.1,82.9,735.7,?,12.9,74.0,4.9,?,?
5.0,6.0,?,?,94.3,85.1,?,15.9,?,24.0,?,?,0.0
5.0,?,?,1,90.9,?,?,?,?,?,3.6,0.0,0.0
6.0,?,5,1,?,?,?,11.0,23.0,36.0,?,?,?
?,?,?,?,87.2,?,64.7,4.1,?,35.0,?,?,0.0
?,4.0,7,1,87.6,52.2,?,?,11.0,?,5.8,0.0,0.0
4.0,4.0,?,4,92.9,137.0,?,?,?,17.0,?,?,0.0
?,?,1,3,?,99.6,631.2,6.3,21.5,?,?,?,?
4.0,3.0,?,?,?,?,?,9.6,?,?,4.9,0.0,0.0
4.0,3.0,1,6,?,111.2,?,?,20.4,42.0,4.9,0.0,0.0
?,?,?,4,?,114.3,661.3,6.3,?,45.0,3.6,?,0.0
?,?,11,4,92.9,137.0,?,9.2,27.7,24.0,?,0.0,0.0
4.0,3.0,?,5,90.3,?,730.2,6.3,17.8,63.0,4.9,?,0.0
4.0,?,10,3,92.6,46.5,691.8,?,13.8,50.0,2.7,?,?
?,?,?,1,?,9.3,?,2.1,13.9,40.0,?,0.0,0.0
?,?,3,0,86.6,13.2,?,5.3,12.3,?,0.9,?,?
2.0,2.0,7,?,?,51.3,102.2,9.6,11.5,39.0,5.8,0.0,?
?,2.0,?,?,89.3,51.3,?,?,5.5,59.0,6.3,?,0.0
2.0,2.0,?,4,?,75.3,?,7.7,18.8,?,4.9,?,?
2.0,2.0,1,3,90.2,?,631.2,?,20.8,?,?,0.0,?
2.0,2.0,?,1,?,?,638.8,?,?,?,?,?,?
?,2.0,1,4,91.7,?,?,?,18.6,44.0,4.5,?,0.0
2.0,?,?,0,92.4,117.9,?,12.2,?,?,4.5,0.0,0.0
2.0,2.0,11,?,92.4,?,?,12.2,19.6,33.0,?,0.0,0.0
2.0,?,11,0,92.4,117.9,668.0,12.2,?,?,6.3,0.0,?
?,5.0,?,0,91.7,?,77.5,?,17.2,26.0,?,0.0,0.0
4.0,5.0,7,?,91.2,48.3,97.8,?,?,27.0,?,0.0,?
?,5.0,11,0,94.3,85.1,692.3,15.9,17.7,37.0,3.6,?,0.0
5.0,4.0,?,?,?,?,?,9.0,?,25.0,6.3,?,0.0
?,4.0,?,?,88.8,147.3,614.5,9.0,17.3,43.0,4.5,0.0,0.0
?,4.0,11,0,93.3,141.2,?,?,27.6,30.0,?,?,?
9.0,9.0,?,?,?,?,26.6,7.7,6.7,79.0,3.1,?,0.0
?,?,3,?,86.6,?,43.0,5.3,?,?,?,0.0,?
1.0,3.0,?,1,87.6,?,103.8,5.0,8.3,?,3.1,0.0,0.0
1.0,2.0,1,0,?,108.0,529.8,?,14.7,?,2.7,0.0,0.0
?,?,1,5,?,?,?,7.0,21.6,?,6.7,0.0,?
1.0,?,1,3,91.4,142.4,?,10.6,?,39.0,6.3,?,0.0
?,?,?,3,?,99.6,631.2,?,17.9,44.0,?,0.0,0.0
1.0,2.0,1,5,?,108.3,?,17.0,18.6,51.0,4.5,?,0.0
1.0,2.0,?,6,?,111.2,?,9.6,16.6,47.0,0.9,?,?
?,?,?,?,91.7,114.3,661.3,6.3,20.2,?,3.6,0.0,?
1.0,?,?,?,?,?,706.4,?,?,15.0,?,?,0.0
1.0,2.0,11,?,?,137.0,?,9.2,25.4,27.0,?,0.0,0.0
?,2.0,11,?,?,137.0,706.4,9.2,?,?,2.2,?,0.0
?,2.0,11,3,?,?,728.6,?,25.3,?,?,?,?
?,5.0,7,2,?,?,?,?,17.4,?,?,0.0,0.0
6.0,5.0,1,2,90.2,96.9,?,8.9,?,59.0,?,0.0,0.0
8.0,6.0,?,0,91.7,?,?,7.8,?,24.0,5.4,0.0,?
?,?,?,3,92.3,85.3,?,14.7,?,?,?,0.0,?
?,6.0,1,3,91.4,142.4,?,?,18.2,?,?,0.0,?
?,6.0,1,1,?,?,?,5.8,?,?,2.7,?,?
4.0,4.0,?,?,?,?,?,?,?,64.0,?,0.0,?
3.0,?,3,?,83.9,8.0,30.2,2.6,12.7,48.0,?,?,0.0
?,4.0,7,2,69.0,2.4,?,?,17.4,24.0,?,0.0,0.0
3.0,4.0,?,3,?,?,601.4,?,?,?,?,0.0,?
3.0,4.0,1,?,91.4,142.4,?,10.6,19.8,?,?,0.0,0.0
3.0,4.0,1,3,?,?,601.4,10.6,19.8,?,?,0.0,0.0
3.0,4.0,1,5,?,147.3,614.5,?,?,66.0,?,0.0,0.0
2.0,4.0,1,5,94.8,108.3,647.1,17.0,?,40.0,?,0.0,?
2.0,4.0,?,2,92.5,?,?,8.6,24.1,?,?,0.0,?
?,4.0,4,?,82.1,3.7,9.3,2.9,5.3,?,3.1,0.0,?
4.0,?,7,0,85.9,19.5,57.3,2.8,?,?,6.3,0.0,0.0
?,?,?,4,?,30.7,?,?,?,?,3.1,0.0,?
?,5.0,?,?,?,?,631.2,6.3,?,33.0,?,?,?
?,5.0,?,?,92.5,?,?,7.1,?,45.0,?,0.0,0.0
4.0,5.0,?,1,88.6,91.8,?,?,17.4,56.0,5.4,0.0,0.0
?,?,?,0,85.9,?,57.3,2.8,?,?,5.8,0.0,0.0
3.0,4.0,7,?,91.7,33.3,77.5,?,?,18.0,4.5,0.0,0.0
?,4.0,?,3,?,90.0,?,4.8,22.8,?,3.6,?,0.0
?,4.0,11,1,91.8,?,724.3,9.2,18.9,?,2.7,?,0.0
3.0,?,7,?,88.1,?,?,3.8,15.8,27.0,?,0.0,0.0
3.0,5.0,?,5,88.1,?,67.6,3.8,?,27.0,6.3,?,0.0
?,4.0,7,2,?,35.8,?,7.8,11.6,?,?,0.0,0.0
3.0,4.0,?,?,?,?,?,7.8,15.2,?,?,0.0,?
?,4.0,7,1,90.1,39.7,86.6,6.2,?,30.0,?,0.0,0.0
3.0,?,?,4,93.0,75.3,?,7.7,19.6,?,3.1,0.0,0.0
3.0,?,?,1,?,?,?,?,10.3,74.0,?,?,0.0
3.0,4.0,1,1,?,145.4,608.2,10.7,17.1,?,?,0.0,0.0
?,4.0,?,3,?,124.1,680.7,?,22.5,?,?,0.0,?
3.0,4.0,?,?,?,?,671.9,?,?,45.0,?,?,0.0
?,?,?,0,?,85.1,?,15.9,?,?,?,?,?
3.0,4.0,10,3,92.6,?,691.8,8.8,?,?,?,?,?
3.0,5.0,7,?,87.6,52.2,103.8,5.0,9.0,49.0,?,0.0,?
3.0,5.0,?,?,93.5,149.3,?,?,17.2,?,?,?,?
3.0,?,10,6,91.4,37.9,673.8,5.2,?,46.0,3.6,?,0.0
?,?,10,?,?,?,691.8,?,15.4,35.0,0.9,?,0.0
?,?,3,2,?,21.5,87.2,0.8,15.4,40.0,2.7,0.0,0.0
4.0,?,?,?,?,?,64.7,4.1,14.0,?,3.1,?,0.0
