@relation dataset

@attribute x real
@attribute y real
@attribute month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute day {0, 1, 2, 3, 4, 5, 6}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data

?,?,7,0,?,26.2,94.3,5.1,?,?,6.7,?,?
7.0,?,10,5,90.6,35.4,669.1,6.7,18.0,33.0,?,0.0,0.0
?,4.0,?,2,?,?,?,?,14.6,33.0,1.3,0.0,?
8.0,6.0,7,?,91.7,33.3,77.5,?,8.3,97.0,?,0.2,?
8.0,6.0,7,3,?,51.3,102.2,9.6,11.4,99.0,1.8,?,?
8.0,6.0,1,?,?,?,488.0,?,22.2,29.0,?,0.0,0.0
?,?,1,?,?,?,495.6,8.5,?,27.0,3.1,?,?
8.0,6.0,1,1,91.5,145.4,?,?,8.0,86.0,2.2,0.0,?
8.0,?,?,5,91.0,?,692.6,7.0,13.1,63.0,5.4,0.0,0.0
7.0,?,11,?,?,?,?,7.1,22.8,40.0,?,?,0.0
?,5.0,11,2,92.5,88.0,698.6,7.1,?,51.0,?,?,0.0
7.0,?,?,?,92.8,?,713.0,22.6,?,38.0,4.0,0.0,0.0
6.0,?,1,0,63.5,?,665.3,0.8,?,?,?,?,0.0
?,?,?,1,90.9,126.5,?,7.0,21.3,42.0,2.2,0.0,?
?,5.0,?,6,92.9,?,699.6,9.2,26.4,21.0,?,?,0.0
6.0,5.0,?,?,93.3,141.2,713.9,13.9,?,?,?,0.0,?
5.0,5.0,?,?,91.7,?,?,?,15.1,27.0,5.4,0.0,?
8.0,?,?,1,?,?,664.2,3.0,?,?,4.9,?,0.0
?,?,?,6,89.2,27.9,70.8,?,?,?,4.0,?,?
?,4.0,?,2,86.3,27.4,97.1,5.1,9.3,44.0,4.5,0.0,0.0
6.0,4.0,11,5,91.0,129.5,692.6,7.0,18.3,40.0,2.7,?,?
?,4.0,?,?,91.8,?,724.3,9.2,19.1,38.0,?,0.0,?
?,4.0,?,3,94.3,96.3,?,56.1,?,44.0,4.5,0.0,?
7.0,?,1,?,?,110.9,?,?,?,?,5.8,?,0.0
7.0,4.0,?,?,93.5,?,?,20.3,23.7,32.0,5.8,?,0.0
?,?,?,3,?,?,?,10.6,?,60.0,5.4,?,0.0
7.0,4.0,11,?,?,117.9,?,12.2,19.0,34.0,?,?,0.0
?,4.0,11,?,90.9,126.5,?,7.0,?,?,1.3,0.0,?
?,3.0,?,2,93.4,145.4,721.4,8.1,?,?,?,0.0,0.0
6.0,?,11,?,93.5,149.3,728.6,8.1,?,?,?,0.0,?
?,3.0,11,0,?,85.1,?,15.9,25.4,?,3.6,?,0.0
6.0,3.0,?,?,88.6,91.8,709.9,?,?,78.0,7.6,0.0,0.0
?,?,11,0,?,69.7,?,5.8,20.6,37.0,?,0.0,?
?,3.0,?,3,?,?,?,?,17.7,?,?,0.0,?
6.0,?,?,1,?,?,724.3,9.2,?,32.0,2.7,?,?
?,3.0,?,?,?,80.7,?,?,18.2,?,?,?,0.0
6.0,?,10,?,?,?,669.1,?,21.7,?,4.5,?,0.0
7.0,?,10,0,90.0,?,?,?,11.3,60.0,5.4,?,?
7.0,3.0,10,2,90.6,43.7,?,?,?,27.0,?,0.0,0.0
?,?,?,5,?,?,?,?,14.1,43.0,?,0.0,0.0
4.0,4.0,5,?,?,60.6,366.7,?,23.3,?,?,?,?
4.0,4.0,1,2,90.2,?,?,8.9,18.4,42.0,6.7,0.0,?
4.0,4.0,1,5,94.8,?,647.1,17.0,16.6,54.0,?,0.0,?
4.0,?,?,2,92.5,88.0,698.6,?,?,48.0,2.7,0.0,0.0
4.0,?,11,6,?,82.9,735.7,6.2,?,74.0,4.9,0.0,0.0
5.0,6.0,11,6,94.3,85.1,?,15.9,25.9,24.0,4.0,?,0.0
?,6.0,11,1,90.9,126.5,?,7.0,?,70.0,3.6,?,?
