@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {0, 1, 2, 3, 4, 5, 6}


@data

38.0,189.0,0.0,0.0,1.0,0.222222,6.22222,33.3185,?,?,35.2222,25.6667,-8.22222,18.4444,-10.2222,35.2222,0.271208,?,4
25.0,199.0,0.0,?,?,0.607407,1.05556,0.462963,?,13.1111,?,?,-13.2222,1.11111,12.1111,21.5556,0.393002,2.69011,3
49.0,139.0,0.0,0.0,0.166667,?,0.333333,0.088889,?,0.0,?,?,?,?,-1.33333,?,0.777778,?,?
?,220.0,0.0,?,3.05556,15.263,3.66667,6.08889,8.18519,6.55556,6.44444,11.5556,?,-5.22222,?,?,?,2.09315,3
?,135.0,?,0.0,0.055556,0.136083,0.111111,0.172133,?,?,3.0,0.0,-1.44444,5.22222,-3.77778,3.0,1.0,?,?
235.0,88.0,0.0,0.0,?,0.240741,0.944445,0.32963,?,?,6.44444,?,-7.0,?,-4.0,6.44444,0.938492,-2.26954,2
?,32.0,?,?,0.944444,?,?,1.31092,126.222,?,142.222,121.333,-33.3333,48.0,-14.6667,142.222,0.190625,?,?
188.0,182.0,0.0,0.0,1.61111,0.742868,4.16667,2.12655,?,51.8889,72.4444,49.6667,-18.3333,43.3333,-25.0,72.4444,0.314281,-1.99159,4
217.0,245.0,0.111111,?,3.16667,3.01662,2.16667,1.24276,9.74074,7.44444,7.11111,14.6667,-6.88889,?,14.7778,14.6667,?,2.06945,3
9.0,171.0,?,?,1.5,1.00554,2.77778,?,45.9259,?,57.2222,39.5556,?,33.8889,?,57.2222,0.307943,-2.01072,4
