@relation dataset

@attribute make {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@attribute fuel-type {0, 1}
@attribute aspiration {0, 1}
@attribute num-of-doors {0, 1}
@attribute body-style {0, 1, 2, 3, 4}
@attribute drive-wheels {0, 1, 2}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {0, 1, 2, 3, 4}
@attribute num-of-cylinders {0, 1, 2, 3, 4, 5}
@attribute engine-size real
@attribute fuel-system {0, 1, 2, 3, 4, 5, 6}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {0, 1, 2, 3, 4, 5}


@data

?,1,0,1,0,?,?,168.8,64.1,48.8,?,?,?,130.0,?,?,2.68,?,?,?,?,?,13495.0,5
0,?,?,?,?,?,?,?,64.1,48.8,2548.0,?,2,?,4,?,2.68,9.0,111.0,5000.0,?,27.0,?,?
0,1,0,1,2,2,94.5,171.2,?,52.4,2823.0,4,3,152.0,?,?,3.47,9.0,154.0,5000.0,19.0,26.0,16500.0,3
?,1,?,?,3,1,99.8,?,66.2,54.3,?,2,2,?,4,?,3.4,?,102.0,5500.0,?,?,13950.0,?
?,1,0,?,?,0,?,176.6,66.4,?,2824.0,?,1,136.0,4,?,3.4,?,115.0,?,18.0,22.0,17450.0,4
1,1,?,?,?,1,99.8,177.3,66.3,?,?,?,?,136.0,?,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,?,4
1,1,?,?,3,?,?,192.7,?,55.7,2844.0,2,1,?,4,?,?,8.5,?,5500.0,?,25.0,17710.0,3
?,1,?,0,?,1,?,?,71.4,?,?,2,1,?,4,3.19,3.4,8.5,?,5500.0,19.0,25.0,18920.0,?
?,?,1,?,3,?,105.8,192.7,71.4,?,3086.0,?,?,131.0,4,?,?,8.3,?,?,17.0,?,?,3
?,?,0,?,3,2,?,176.8,64.8,?,?,2,2,?,?,3.5,?,8.8,101.0,?,?,29.0,16430.0,4
2,1,?,0,?,2,?,176.8,?,54.3,2395.0,?,2,?,4,?,2.8,8.8,101.0,5800.0,23.0,29.0,16925.0,?
2,1,?,?,3,2,?,?,64.8,?,2710.0,?,3,164.0,4,?,3.19,?,121.0,4250.0,21.0,28.0,20970.0,2
2,?,?,?,?,2,?,?,64.8,?,2765.0,?,?,164.0,?,3.31,3.19,9.0,?,4250.0,?,28.0,21105.0,2
?,1,?,0,?,?,103.5,189.0,?,55.7,3055.0,?,3,?,?,3.31,3.19,?,?,4250.0,20.0,25.0,?,?
2,?,0,0,?,2,?,?,?,55.7,?,?,3,209.0,?,3.62,3.39,?,182.0,5400.0,?,22.0,30760.0,2
2,1,0,1,3,?,103.5,?,67.9,53.7,3380.0,2,?,?,?,?,?,?,?,5400.0,16.0,?,41315.0,2
?,?,?,0,?,?,110.0,197.0,70.9,56.3,?,?,3,?,?,3.62,?,8.0,182.0,?,15.0,20.0,36880.0,2
3,1,?,1,2,?,?,?,?,?,?,1,?,61.0,1,2.91,3.03,?,?,5100.0,?,53.0,5151.0,4
3,1,0,?,2,1,94.5,155.9,63.6,?,1874.0,2,2,90.0,?,3.03,?,9.6,?,?,38.0,43.0,?,?
3,1,0,?,3,?,?,?,63.6,52.0,?,?,?,?,1,?,3.11,?,70.0,?,?,43.0,6575.0,2
4,1,?,1,?,?,93.7,?,?,50.8,?,?,2,?,1,2.97,?,9.41,?,5500.0,37.0,41.0,?,3
4,?,0,1,?,1,93.7,?,63.8,?,1876.0,?,?,90.0,1,2.97,?,?,?,5500.0,?,38.0,?,3
?,1,1,?,2,1,?,?,63.8,?,?,?,2,98.0,?,3.03,?,?,102.0,?,24.0,30.0,?,?
4,1,?,0,?,?,?,157.3,63.8,?,1967.0,?,?,90.0,?,?,?,?,68.0,?,31.0,?,6229.0,3
?,1,0,0,3,?,?,157.3,63.8,?,?,?,2,?,1,?,?,?,?,5500.0,31.0,?,6692.0,3
?,1,?,0,?,?,?,?,63.8,50.6,1989.0,2,?,90.0,?,?,?,?,68.0,?,31.0,?,?,3
4,?,?,?,?,1,?,174.6,64.6,59.8,?,2,?,?,?,3.34,?,?,?,?,?,30.0,?,?
?,1,?,?,?,1,?,173.2,66.3,?,?,2,?,156.0,?,?,3.9,?,?,5000.0,19.0,?,?,?
5,?,0,1,?,?,?,144.6,63.9,50.8,1713.0,?,2,92.0,0,2.91,3.41,?,?,4800.0,49.0,?,?,?
5,1,0,1,?,?,?,144.6,?,?,?,2,2,?,?,?,?,?,?,?,31.0,?,?,?
5,?,0,1,?,1,93.7,150.0,?,?,?,2,?,?,0,?,3.07,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,64.0,?,?,2,?,?,0,2.91,?,9.2,76.0,?,30.0,34.0,?,3
?,?,?,?,?,?,93.7,?,?,?,?,?,2,92.0,?,2.91,?,?,76.0,6000.0,30.0,?,?,?
?,?,0,0,3,?,?,163.4,?,?,2010.0,2,2,92.0,?,?,3.41,?,?,?,30.0,34.0,?,?
?,?,?,0,?,1,?,157.1,?,58.3,?,?,?,?,?,?,?,?,?,6000.0,30.0,?,7295.0,2
?,1,?,?,?,1,96.5,167.5,?,?,2236.0,2,2,?,?,3.15,?,?,?,5800.0,?,?,?,?
?,1,0,?,2,1,?,167.5,?,?,?,?,?,110.0,?,?,?,?,?,?,27.0,33.0,?,2
