@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data

?,gas,?,two,convertible,rwd,?,?,?,64.1,48.8,2548.0,?,?,130.0,mpfi,3.47,2.68,?,111.0,?,?,27.0,13495.0,?
alfa-romero,?,std,two,?,?,?,?,168.8,?,?,?,dohc,?,?,?,3.47,2.68,?,?,?,21.0,?,?,?
alfa-romero,?,?,?,hatchback,rwd,?,?,?,?,52.4,2823.0,?,?,152.0,?,?,?,9.0,?,5000.0,?,26.0,?,?
?,?,std,?,sedan,fwd,front,99.8,?,66.2,54.3,?,ohc,four,?,mpfi,?,3.4,?,102.0,?,?,?,?,2
?,gas,?,four,?,?,?,99.4,176.6,66.4,?,2824.0,ohc,?,136.0,mpfi,?,?,?,115.0,5500.0,?,?,?,?
audi,gas,?,?,sedan,fwd,front,99.8,?,?,?,?,?,?,136.0,?,3.19,?,?,110.0,5500.0,19.0,25.0,15250.0,2
audi,gas,std,?,sedan,?,front,105.8,?,?,55.7,?,ohc,?,?,?,?,?,?,?,5500.0,?,25.0,17710.0,1
audi,gas,std,?,?,?,?,?,?,71.4,55.7,2954.0,?,?,?,mpfi,3.19,?,?,?,5500.0,?,?,?,1
audi,?,turbo,four,sedan,fwd,front,105.8,?,?,55.9,3086.0,?,?,?,mpfi,3.13,?,8.3,140.0,?,17.0,20.0,23875.0,1
bmw,gas,std,?,?,rwd,front,?,176.8,64.8,54.3,?,ohc,?,108.0,mpfi,3.5,?,8.8,101.0,5800.0,?,29.0,?,2
?,gas,std,four,sedan,rwd,?,?,176.8,64.8,54.3,?,ohc,?,108.0,?,3.5,2.8,?,?,5800.0,23.0,29.0,16925.0,0
?,gas,?,two,sedan,rwd,front,?,?,64.8,54.3,?,ohc,six,164.0,mpfi,3.31,?,?,?,4250.0,?,28.0,?,0
bmw,?,std,?,?,rwd,?,101.2,176.8,?,?,?,?,six,?,mpfi,?,3.19,9.0,121.0,4250.0,21.0,28.0,21105.0,0
bmw,gas,std,?,sedan,rwd,front,103.5,189.0,66.9,55.7,?,?,six,164.0,?,3.31,?,9.0,121.0,4250.0,?,?,?,?
?,gas,std,four,?,?,front,103.5,189.0,?,?,3230.0,ohc,?,?,?,3.62,3.39,8.0,?,?,?,22.0,30760.0,0
?,gas,std,?,sedan,rwd,front,103.5,?,?,53.7,3380.0,?,six,209.0,?,3.62,?,?,?,?,16.0,22.0,41315.0,0
?,?,std,four,sedan,?,front,?,197.0,70.9,?,3505.0,ohc,?,?,?,?,3.39,8.0,?,?,?,20.0,36880.0,?
chevrolet,?,std,?,hatchback,fwd,front,88.4,141.1,60.3,?,1488.0,l,three,?,2bbl,?,?,9.5,48.0,?,47.0,53.0,?,?
chevrolet,gas,?,two,hatchback,fwd,front,94.5,?,63.6,52.0,1874.0,?,four,?,2bbl,?,?,9.6,70.0,?,?,?,6295.0,?
?,gas,std,four,?,fwd,front,94.5,?,?,52.0,1909.0,?,?,90.0,2bbl,3.03,?,?,?,5400.0,38.0,43.0,6575.0,0
dodge,gas,?,two,?,?,front,?,157.3,63.8,?,?,ohc,?,90.0,2bbl,2.97,3.23,9.41,?,5500.0,37.0,41.0,?,1
dodge,?,std,two,hatchback,?,front,93.7,?,63.8,?,1876.0,?,four,90.0,?,2.97,?,9.4,?,5500.0,31.0,38.0,6377.0,1
?,gas,turbo,two,hatchback,?,?,93.7,157.3,?,?,?,?,four,?,mpfi,?,?,7.6,?,?,24.0,30.0,?,?
?,gas,std,four,hatchback,?,?,93.7,?,63.8,?,1967.0,?,four,90.0,?,?,3.23,9.4,?,5500.0,?,38.0,6229.0,?
dodge,gas,std,?,sedan,?,?,?,?,?,?,?,ohc,four,?,?,2.97,3.23,9.4,?,5500.0,?,38.0,6692.0,1
?,?,?,?,sedan,fwd,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5500.0,?,?,?,1
?,?,std,?,?,fwd,?,?,?,64.6,59.8,?,ohc,?,122.0,?,3.34,3.46,?,?,?,?,30.0,8921.0,?
dodge,?,?,?,?,?,?,?,173.2,?,?,?,ohc,?,?,?,?,?,?,?,5000.0,19.0,24.0,?,3
?,?,?,two,hatchback,fwd,?,?,?,63.9,?,1713.0,ohc,four,?,?,?,?,9.6,58.0,?,?,?,?,?
honda,?,std,?,hatchback,?,front,?,?,?,?,1819.0,?,four,?,?,?,?,?,?,?,?,?,?,2
?,gas,std,?,hatchback,fwd,?,93.7,150.0,?,52.6,1837.0,?,?,?,1bbl,2.91,?,?,?,5500.0,38.0,42.0,?,?
?,?,std,?,hatchback,?,?,93.7,?,?,?,?,?,four,?,?,2.91,?,?,?,6000.0,?,34.0,?,?
honda,?,?,two,hatchback,fwd,front,?,150.0,?,?,1956.0,?,four,?,1bbl,?,?,9.2,76.0,6000.0,?,34.0,?,?
?,?,std,?,sedan,fwd,?,?,?,64.0,54.5,?,?,?,?,?,?,3.41,9.2,76.0,6000.0,?,34.0,?,0
honda,gas,?,?,wagon,?,front,96.5,157.1,63.9,58.3,2024.0,?,?,92.0,1bbl,?,?,9.2,76.0,6000.0,30.0,34.0,?,?
?,?,std,two,hatchback,?,?,96.5,167.5,65.2,?,?,ohc,four,110.0,1bbl,3.15,?,9.0,86.0,?,?,?,?,?
?,?,?,two,hatchback,fwd,?,?,167.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
honda,gas,std,?,sedan,?,front,?,?,?,?,?,?,?,?,1bbl,?,3.58,9.0,?,?,?,?,?,?
?,?,?,?,sedan,?,?,?,?,?,54.1,?,?,four,?,1bbl,?,?,?,?,?,?,?,?,?
honda,gas,std,four,?,?,front,?,175.4,?,?,?,?,four,?,?,3.15,?,?,101.0,?,24.0,?,?,0
?,?,std,two,?,?,front,?,?,66.0,?,2293.0,ohc,?,110.0,2bbl,?,?,?,?,?,?,?,10345.0,1
?,gas,std,four,?,rwd,?,?,170.7,61.8,53.5,?,?,?,?,?,?,?,?,?,4800.0,24.0,?,6785.0,0
?,gas,?,two,?,rwd,front,96.0,?,?,51.4,?,?,?,119.0,spfi,?,3.23,?,90.0,?,?,?,11048.0,?
?,?,std,?,?,rwd,front,113.0,?,?,?,?,?,?,258.0,?,?,4.17,?,?,4750.0,?,?,32250.0,?
?,?,?,?,sedan,rwd,?,113.0,199.6,?,?,?,?,?,258.0,?,?,?,?,176.0,?,?,19.0,35550.0,?
?,?,?,?,sedan,?,front,102.0,191.7,?,47.8,?,ohcv,?,326.0,?,3.54,2.76,?,262.0,5000.0,?,?,36000.0,0
