@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data

?,gas,?,two,convertible,rwd,front,?,?,64.1,48.8,?,dohc,?,130.0,mpfi,?,2.68,9.0,111.0,5000.0,?,?,?,3
?,?,std,?,?,rwd,front,?,168.8,?,48.8,2548.0,dohc,?,130.0,mpfi,?,?,9.0,111.0,5000.0,?,?,16500.0,3
alfa-romero,?,std,?,hatchback,?,front,94.5,?,?,?,2823.0,?,six,?,mpfi,2.68,3.47,?,?,?,19.0,26.0,16500.0,?
?,gas,std,?,?,fwd,?,?,176.6,66.2,?,2337.0,ohc,four,109.0,?,3.19,3.4,10.0,?,?,?,?,13950.0,2
audi,gas,?,four,?,?,front,99.4,176.6,66.4,54.3,?,ohc,?,136.0,mpfi,3.19,3.4,8.0,?,5500.0,18.0,?,17450.0,?
?,?,std,?,sedan,?,front,99.8,177.3,66.3,?,?,?,five,136.0,?,3.19,?,8.5,?,5500.0,?,25.0,?,?
?,gas,std,four,?,?,?,?,192.7,71.4,55.7,2844.0,?,five,136.0,mpfi,?,?,?,110.0,5500.0,?,25.0,17710.0,?
audi,gas,?,four,wagon,?,front,?,?,71.4,?,?,ohc,five,136.0,mpfi,3.19,3.4,?,110.0,5500.0,?,25.0,?,1
audi,gas,turbo,four,?,?,front,105.8,192.7,?,?,3086.0,?,five,131.0,mpfi,3.13,?,?,140.0,?,17.0,20.0,?,?
?,gas,std,two,?,?,front,101.2,176.8,?,?,2395.0,ohc,four,108.0,?,?,2.8,8.8,?,5800.0,?,29.0,16430.0,2
?,?,std,four,?,rwd,?,101.2,176.8,64.8,?,?,ohc,four,108.0,mpfi,3.5,2.8,8.8,101.0,5800.0,?,29.0,16925.0,?
bmw,?,std,?,sedan,rwd,?,101.2,?,?,54.3,?,ohc,six,164.0,mpfi,?,?,?,121.0,4250.0,21.0,28.0,?,0
?,?,std,four,?,rwd,front,?,176.8,?,?,2765.0,ohc,?,164.0,mpfi,3.31,?,9.0,?,4250.0,?,28.0,?,0
bmw,gas,?,?,sedan,?,front,?,?,?,?,?,ohc,six,?,?,3.31,3.19,?,121.0,?,20.0,25.0,?,1
?,?,std,four,?,?,?,103.5,?,?,?,?,?,six,?,?,?,?,8.0,182.0,5400.0,?,?,30760.0,0
?,gas,?,two,?,rwd,front,?,193.8,67.9,?,3380.0,?,six,209.0,mpfi,3.62,3.39,8.0,182.0,5400.0,16.0,22.0,41315.0,?
bmw,gas,?,?,?,?,front,?,?,70.9,?,3505.0,?,six,209.0,mpfi,3.62,3.39,8.0,182.0,5400.0,15.0,20.0,36880.0,0
?,gas,?,?,?,fwd,front,?,141.1,?,?,1488.0,l,?,61.0,?,2.91,3.03,?,48.0,5100.0,47.0,53.0,?,2
?,?,std,?,?,?,front,94.5,155.9,?,?,1874.0,?,four,?,?,?,3.11,?,?,?,?,43.0,6295.0,1
?,?,std,four,sedan,fwd,front,?,?,63.6,?,1909.0,ohc,?,?,?,?,?,9.6,70.0,?,?,43.0,6575.0,?
dodge,?,std,two,?,?,?,?,157.3,?,50.8,1876.0,ohc,four,90.0,?,?,?,9.41,68.0,?,37.0,41.0,5572.0,?
dodge,gas,?,two,?,fwd,front,93.7,?,63.8,50.8,?,ohc,?,90.0,?,2.97,?,9.4,68.0,?,?,?,?,1
dodge,gas,?,two,hatchback,fwd,front,?,?,63.8,?,2128.0,?,?,98.0,?,?,?,?,102.0,?,24.0,30.0,?,1
dodge,?,?,?,hatchback,fwd,front,93.7,157.3,?,?,1967.0,ohc,four,?,?,2.97,3.23,?,68.0,?,31.0,38.0,6229.0,1
?,gas,std,?,sedan,fwd,front,?,157.3,?,50.6,?,?,?,?,2bbl,?,?,9.4,68.0,5500.0,?,?,?,?
?,gas,std,?,?,?,?,93.7,?,63.8,?,1989.0,?,four,90.0,?,?,?,9.4,?,?,?,38.0,?,1
?,?,?,?,wagon,fwd,front,103.3,?,64.6,?,2535.0,?,?,122.0,?,3.34,?,8.5,88.0,?,?,?,?,-1
dodge,gas,turbo,?,hatchback,?,?,?,?,66.3,?,2811.0,?,four,156.0,mfi,3.6,?,?,?,5000.0,19.0,24.0,12964.0,?
?,gas,?,?,hatchback,?,front,?,144.6,63.9,50.8,?,?,?,92.0,?,?,3.41,9.6,58.0,?,?,54.0,?,2
honda,?,?,two,hatchback,fwd,?,86.6,?,63.9,?,1819.0,?,?,92.0,?,2.91,3.41,9.2,?,6000.0,?,?,6855.0,?
?,?,?,?,?,fwd,front,?,?,64.0,?,?,ohc,four,?,?,?,3.07,10.1,60.0,?,38.0,42.0,?,1
honda,?,std,two,hatchback,?,?,?,?,?,?,?,?,four,?,1bbl,2.91,3.41,?,?,6000.0,30.0,?,?,1
